"","dim0","dim1"
"5001",1.08325768812244,-0.214286273722749
"5002",1.17797164366076,-0.226694466539006
"5013",1.18699515940502,-0.189957508256447
"5017",1.24840883168944,0.00526275505088512
"5026",1.27230848146879,-0.242946653336217
"5027",1.27867400265513,-0.276431147228168
"5028",1.30122795724042,-0.336559663939016
"5030",1.46607268239032,-0.443492266026421
"5035",1.50526321528076,-0.504173040652446
"5037",1.55165945829849,-0.518774701974683
"5039",1.55223407579033,-0.486922310031676
"5044",1.48126623160248,-0.449709244088573
"5045",1.40277991200921,-0.383874044814122
"5051",1.34834570324729,-0.515058028556859
"5061",1.35935878709958,-0.594423567438788
"5062",1.41386641662247,-0.89206087386346
"5063",1.41593483091229,-1.00149111996563
"5064",1.48308051651108,-1.21456564531398
"5069",1.49881144538104,-1.22727827628267
"5073",1.54562811820694,-1.34236260475651
"5078",1.70852781571622,-1.68207113027927
"5087",1.59189101228486,-1.47574559010186
"5099",1.27139505038985,-0.26694389864429
"5100",1.26726577175252,-0.259395600554831
"5102",1.23396721657547,-0.3188257663512
"5126",1.25810937630853,-0.232222210902626
"5127",1.24922025557634,-0.219047743005006
"5128",1.17666853030981,-0.181355663023384
"5132",1.14186913258741,-0.224261391093427
"5134",1.1350203997512,-0.219993768133053
"5154",1.26736464147176,-0.264756505581823
"5155",1.10839885533311,-0.111536948389389
"5162",1.27381735711217,-0.27390168032155
"5163",1.31797943810961,-0.2346855628154
"5168",1.18571773551707,0.231101983869586
"5169",1.33808359116324,-0.256625419780833
"5173",1.44246507616013,-0.328069457440875
"5176",1.46009188216456,-0.335219544657892
"5177",1.4726195550627,-0.345158198834486
"5180",1.48083606039955,-0.359866839939016
"5184",1.46073545928552,-0.327318169210153
"5191",1.27632038761588,-0.301967445999577
"5192",1.27464152077083,-0.325925407941087
"5199",1.28168149557892,-0.346446282911972
"5200",1.29276535124709,-0.369093586558669
"5201",1.31095383437432,-0.38996130906966
"5206",1.34081617132019,-0.374075853732756
"5215",1.27944444778766,-0.305241383140625
"5227",1.35868916358355,-0.230633984132623
"5229",1.75367560591527,-0.169546389316414
"5230",1.83343680576837,-0.106137852664567
"5231",1.96562392319467,0.0480661129581243
"5232",1.98161309865898,0.0323578615180007
"5235",2.01491114787995,0.0117753877769551
"5238",2.07327975175236,-0.0282297980123562
"5240",2.13806498422267,-0.070037517865781
