"","dim0","dim1"
"1251",1.36598328666614,2.05137517648004
"1252",1.32016605188632,2.0243906981429
"1253",1.21562637348105,1.95580688046204
"1254",1.14760718365979,1.93635795512462
"1255",1.039715182369,1.86626355106383
"1256",0.939858040576635,1.79204132509602
"1257",0.934355661154778,1.85846827054415
"1258",0.994060960649596,1.86243733894771
"1259",1.23408622480564,1.98670113087161
"1260",1.49860889503323,2.10803515552064
"1261",1.69974565010265,2.10515965493327
"1262",1.78398345406059,2.09229570533896
"1263",1.81394856390755,2.08143589072291
"1264",1.97437081306605,2.08794990994923
"1265",2.59790724737849,2.60595109187992
"1266",2.79901055772165,2.79889912527842
"1267",2.9513200123089,2.94710790411156
"1268",3.13743632136729,3.15420448369118
"1269",3.22473670424227,3.22941273755142
"1270",3.37550295158929,3.37636895848386
"1271",3.82540078369354,3.85314191393757
"1272",3.95012701202491,3.98872179546443
"1273",4.1591468480333,4.17353401587682
"1274",4.22705353136237,4.22928245776808
"1275",4.26733855649943,4.27406995715461
"1276",4.17212081506201,4.15688906724033
"1277",4.30769758350847,4.26274388833992
"1278",4.22811836434244,4.12476916621468
"1279",4.39417147146741,4.36140038340843
"1280",3.85833468448493,3.87819270048659
"1281",3.37861257728801,3.32075223194813
"1282",3.43090579096207,3.3687415423873
"1283",3.46720019687725,3.42250086026558
"1284",2.93626759215926,2.9022127543373
"1285",2.9673852615622,2.93753257195113
"1286",2.76026317351573,2.55736907360821
"1287",2.48104410591944,2.44058970618394
"1288",2.47484092287231,2.4500155456263
"1289",2.4877585268543,2.67317839721184
"1290",2.39884274863779,2.16434398519828
"1291",2.41990860641322,2.32252736195407
"1292",2.50631463513957,2.01402590297804
"1293",2.48996918638598,1.82054105604387
"1294",2.13969458664769,1.9072115431805
"1295",2.09914822181866,1.86079136275106
"1296",2.02088941761089,1.73523636879745
"1297",1.90280796266051,1.54885024346472
"1298",1.71650934408129,1.26319139193664
"1299",1.43325364774267,0.85879550197034
"1301",-1.54938128855855,-1.4701550042394
"1302",-1.65932626904419,-1.46480484150484
"1303",-1.64078772341313,-1.35474348295385
"1304",1.30893271469134,-1.08262950003554
"1305",1.81409577870514,1.38293824992646
"1306",1.84949244939672,1.40766703801444
"1307",2.04527126588663,1.49935855758166
"1308",2.31164693596611,1.80913117774237
"1309",2.41483856623732,1.74991421782043
"1310",2.46811818710148,1.73340087861969
"1311",2.40531813177575,1.63194976081118
"1312",2.31567238452282,1.76718663047356
"1313",2.28054879774359,1.86094387389424
"1314",2.23463312405838,0.935421755344593
"1315",2.62006536224199,1.73216237352347
"1316",2.77369061956585,1.7014729259196
"1317",3.0019235775851,1.67644195729492
"1318",2.96179323922525,1.71479938560486
"1319",2.81001039350939,1.90711465717949
"1320",2.90821927367991,1.73352577660447
"1321",2.93761673895087,1.74502492774217
"1322",2.97834819607437,1.80023893526158
"1323",3.04572987011932,1.88243896719399
"1324",1.42091058949775,-1.30813015655685
"1325",3.16856427608533,1.63376823175469
"1326",3.36487070264421,1.5363742952453
"1327",3.67194835078701,1.40978978029793
"1328",3.60855226947965,1.27975590334946
"1329",3.50460789624883,1.29889588827171
"1330",3.58800481462964,1.19535825791602
"1331",3.53329410501413,1.06943141242162
"1332",3.52545268504536,0.999052119232414
"1333",3.47504164384933,0.986764884222576
"1334",3.45231418487616,0.989079430459493
"1335",3.45717771917107,1.01229249842902
"1337",3.46530065133195,0.981106492107335
"1338",3.47349943094314,0.985061695546683
"1339",3.47999818531375,0.979926387538292
"1340",3.4983651731539,1.0086386460208
"1341",3.47652028782498,0.968245255432922
"1342",3.50008905490761,0.948575402288624
"1343",3.52512076786858,0.940402991039858
"1344",3.50389914153232,0.888069156969104
"1345",3.37528116832197,0.960441234225216
"1346",3.34193910741924,0.933413950856967
"1347",3.27939407765609,0.921005671971444
"1348",3.3520505794575,0.979936934835359
"1349",3.27711256376551,0.989116722878599
"1350",3.59318933071878,1.16327662436119
"1351",3.84199769640674,1.41683122857178
"1352",4.15629529992505,1.43710975151924
"1353",4.52303283334587,1.21526770846211
"1354",4.70312955301429,1.14808145084939
"1355",4.66019329072542,1.12669957228239
"1356",4.59708502034201,0.956269591113027
"1357",4.567215138847,0.92347354889547
"1359",4.61628867685471,1.14396275768728
"1360",4.87687178278486,1.13349747667723
"1361",5.11509262173215,1.09324777507985
"1362",5.30129944768136,1.04538946577122
"1363",5.41228304515335,1.00519451061763
"1364",5.58078646117952,0.949524815452817
"1365",5.67199139696457,0.889938839270407
"1366",5.70470756038687,0.860787489755685
"1367",5.71324613352104,0.815187058162372
"1368",5.68158626010484,0.786426635573732
"1369",5.73267788748996,0.783744149954816
"1370",5.55364659429921,0.728033519309556
"1371",5.52581952534419,0.731081234093579
"1372",5.55714769342528,0.761408772203086
"1373",5.75443727449338,0.778762825711126
"1374",5.71267890033447,0.765646583325036
"1375",5.85525802415303,0.718091986751533
"1376",5.85718531621146,0.668624730157073
"1377",5.77418673964025,0.643572949719579
"1378",5.76676756103412,0.636918932017951
"1379",5.7428828825051,0.623019018829617
"1380",5.82851777772528,0.776959953245178
"1381",5.72757613916196,0.703436357410981
"1382",5.48676026510119,0.974631445102169
"1383",5.50466946960572,0.918047695884931
"1384",5.28791175399673,1.11360817173278
"1385",5.36968570723278,1.0956456021833
"1386",5.50260684002123,1.09076131667828
"1387",5.64517267748499,1.08909405027516
"1388",5.65908057726688,1.09918041207231
"1389",5.3063957147804,1.08850086307157
"1390",5.24496548767886,1.08405534416126
"1391",5.23141857006924,1.05591828785145
"1392",5.25435795198199,1.14038403900016
"1393",5.20201612064523,1.21198479519538
"1394",5.15973796693918,1.28673707628509
"1395",4.46323480027203,1.10564495891395
"1396",4.34484840120895,1.6720219212206
"1397",4.57354215581957,1.79258934552032
"1398",4.60879426913671,1.84740241006763
"1399",4.60076538969477,1.84854861865091
"1400",4.76703082128523,1.88506969862158
"1401",4.85135788442673,1.86072854043847
"1402",4.77027725767109,1.81919567172843
"1403",4.64840757631474,1.79749493494495
"1404",4.76792514987662,1.91916979487948
"1405",4.84081802938774,1.95830672571494
"1406",4.63722407137593,1.88150824048288
"1407",4.67465559222497,1.94530484989906
"1408",4.65156681643439,1.96973125992896
"1409",4.22756594155801,1.78188465923096
"1410",4.25011607763788,1.80433538837395
"1411",4.31181696689965,1.9895831390941
"1412",4.39665300880809,2.02023682067698
"1413",4.40203001944501,2.04851799855074
"1414",4.40476856215162,2.06251979486789
"1415",4.39059059489436,2.17138765978887
"1416",4.41181376306039,2.0483087454243
"1417",4.3871845608604,2.06779882058342
"1418",4.43111225584523,2.02346472428939
"1419",4.44974177653484,2.04791807044738
"1420",4.4575084627761,2.07860798131876
"1421",4.43996738618075,1.93125569572568
"1422",4.40562106837149,2.06847157017709
"1423",4.41730812523661,1.98587952078384
"1424",4.22769935029314,1.62152089348237
"1425",4.19918032476035,1.61169946948639
"1426",4.0800086536535,1.84303160008567
"1427",2.69022187080604,1.57410073932309
"1428",2.84926773402279,1.98784176224258
"1429",1.7043064345446,1.67580303798418
"1430",1.63395940116653,1.63429505308914
"1431",1.69246653901643,1.34665307578333
"1432",1.74481473432687,1.42730735559514
"1433",1.87818819972091,1.30146298436694
"1434",2.01991674818366,1.44670017934203
"1435",1.89217155459728,1.18371260879964
"1436",1.92095298084367,1.38042523393116
"1437",1.96646541315027,1.62805408319968
"1438",1.66931878407917,1.22197094039053
"1439",1.79021883829291,2.14013140682514
"1440",1.7805746821305,2.17328283018436
"1441",1.85824554736319,2.4268208212138
"1442",1.93687675596881,2.5739836237526
"1443",1.39028186683927,1.62707573897044
"1444",1.83599457342947,2.25627976217683
"1445",1.78964930003714,2.30798345322695
"1446",1.79918299400024,2.34873880283694
"1447",1.83539159008045,2.40450867895215
"1448",1.79289486545309,2.42964352784571
"1450",1.91952958583889,2.5022878468673
"1451",1.90783545835028,2.47371781502255
"1452",1.71214546220606,2.31429342325181
"1453",1.61575624285151,2.22026015814213
"1454",1.53680149886996,2.09433157663482
"1455",1.67227291660167,2.34878775898874
"1456",1.65734017776231,2.16603779922705
"1457",1.6418994735913,2.23080722300303
"1458",1.56468397185096,2.27631231403674
"1459",1.4102942965232,2.3471432422493
"1460",1.53195427920956,2.21611784337133
"1461",1.64056761283308,2.36547617140596
"1462",1.68998756808539,2.41486247097834
"1463",1.72660516901038,2.47333014364214
"1464",1.83805305736633,2.64654375536002
"1465",1.8399928129966,2.66745860876643
"1466",1.80511527051555,2.70258425721167
"1467",1.82351828633949,2.65707402146016
"1468",1.8627884961858,2.71420808733618
"1469",1.83528660589443,2.68526494494985
