id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63
N581,-0.0024469167,-0.014238775,0.01231844,0.0047942162,-0.004942032,0.0026641751,0.008942439,-0.015100787,0.024053752,-0.0017575512,0.0136129465,-0.009889459,0.0035162442,-0.0061671864,0.00694849,0.0028276201,0.0045986227,0.007239625,-0.0059360834,-0.01896329,0.2769772,0.0074156118,-0.0021232793,0.016260967,0.011579518,-0.016140945,-0.0020191243,1.6768091,-0.0060201054,0.0076616188,0.024566457,0.0060479594,-0.0086859865,0.025281243,-0.00052174897,0.0073316973,-0.008645172,-0.015011317,0.016113712,-0.0155750485,0.0011057807,0.0059183557,-0.0014835352,-0.013024062,0.016598113,-0.008068573,-0.012431367,0.010375259,0.0027929465,-0.014934353,-0.022961425,0.007619477,-0.0052612163,-0.005694707,0.006625424,-1.2031602,-0.042153727,0.018193325,-0.0042586834,-0.1687334,0.0043913103,-0.013220806,0.017835956,0.017060254
N2356,-0.010032222,-0.009806591,0.013332649,0.0009313069,-6.687697e-05,0.013785248,0.0018394446,-0.0214443,0.015808439,-0.002318366,0.02470114,-0.02345349,-0.0042602858,-0.005704272,-0.002610541,0.0103968205,0.0012902864,-0.010560449,0.0014273067,0.00022963186,-0.8578509,0.01330214,0.0003477395,0.010948312,0.029196493,0.0067462297,-0.00052479305,-0.7134369,-0.023866426,0.0018127054,0.021935705,0.0034393212,-0.009767412,0.015553056,-0.0036405388,0.017702878,-0.01071637,-0.017827217,0.017524445,-0.008362383,-0.00558595,0.0108692385,0.00020668999,-0.02289701,0.014999612,-0.025303503,-0.01016166,0.0025536488,-0.012407224,-0.016069548,-0.0149929505,0.001483943,0.0069039525,0.0031628364,0.0061228727,-1.5830868,-0.03156883,0.02255435,0.0031827334,0.3931153,-0.0058170627,-0.019488603,0.0049138954,0.011201114
N4924,0.005724063,-0.012049835,-0.00074970926,0.015515729,-0.00606013,0.014635455,0.012842709,-0.028295763,0.022282146,-0.020877322,0.00066637405,0.015040812,-0.0065634823,0.003162335,0.014017,0.0004031029,0.018342784,-0.0018463203,-0.02542876,-0.039279424,-1.1727577,0.014044741,0.00024018055,0.005474089,-0.030783456,-0.0038482922,-0.010560682,2.6465952,-0.0034485837,0.03447889,0.0062035476,0.010028903,0.0011157551,0.017102266,-0.00037870219,0.0051660007,-0.0017728353,0.00887698,0.029470416,0.0077991583,0.002633103,0.01896145,0.0010971643,-0.01567298,0.0181486,0.0022348117,-0.018971752,-0.0083613135,0.0076440223,0.01304013,-0.034996565,0.01013593,-0.00916904,0.0029524863,-0.0080816215,0.24209644,-0.052956305,0.012113662,-0.015261868,0.88894004,0.00073940615,0.008580139,0.05118013,0.03137357
N748,-0.014584449,-0.004745079,0.012178636,-0.0042746793,0.006130565,0.01777968,0.012941897,-0.01426652,0.01441883,-0.0009963474,0.010953522,-0.016690096,-0.008022899,-0.002069686,-0.004779603,-0.0021830804,-8.263674e-05,-0.011203805,0.004921025,0.005224662,-0.0996703,0.012519957,-0.0013664382,0.013459782,0.016023928,0.0033980748,0.0022505864,0.19523953,-0.012042525,0.0051285774,0.019652735,-0.0033053563,-0.009016953,0.007891649,-0.010006916,0.014257446,-0.017562984,-0.012607778,0.014456372,-0.009181213,0.004371781,-0.0003936167,0.006961509,-0.011923568,-0.0041802623,-0.016773911,-0.006475312,0.003380611,-0.009824117,-0.014066012,-0.021702016,0.0034457443,0.003665837,-0.00183855,0.0027057307,-0.28487763,-0.025399284,0.0066623287,0.010184452,0.45606306,-0.004296333,-0.013764765,0.008748208,0.01684047
N4688,0.016893858,-0.012987622,-0.014440309,-0.0040953537,0.009454887,-0.004397485,0.016045934,0.005018675,0.013984569,0.014201948,-0.034674972,0.026773358,-0.0054237056,0.003369219,0.005837895,0.009362906,0.0177651,0.010978617,-0.008387468,-0.0379627,2.8880458,0.0026211122,-0.024313036,0.007180626,-0.013253416,-0.0049515283,-0.01686006,2.1008525,0.011238901,0.0055945152,-0.021600183,0.013811252,-0.027423272,0.01521648,0.0062691034,-0.027823485,-0.023667324,-0.009627935,-0.004576375,-0.011896185,0.00028841998,0.018679302,-0.008120087,-0.0105293095,0.03101422,0.024622168,-0.01584312,0.025386013,0.0018790695,0.012842537,-0.0058657243,-0.008030937,-0.004264808,-0.018233124,0.0069540124,1.5527576,-0.0010217503,0.011251138,-0.03496031,0.69734746,0.014059113,0.0037268852,-0.0005921306,-0.002922754
N2535,-0.0076872515,-0.009793695,0.0017431789,0.0015854767,-0.000749977,0.0136334095,0.009037848,-0.015839035,0.019177005,-0.0024409029,0.008407322,-0.0022095644,-0.009585036,-0.0007304433,-0.00011828747,0.006150426,0.01589779,0.0013278493,-0.004070817,-0.020887248,-0.05824479,0.010587612,-0.0014880198,0.012073369,0.0013444576,0.0041498747,-0.005424894,0.3410793,-0.0031955824,0.021029297,0.024488531,0.010757304,-0.0054633995,0.023882931,-0.005745494,0.011839434,-0.014996238,0.0013411756,0.017686224,0.0011470275,0.0052027204,0.021780392,3.5615662e-06,-0.012220162,0.01312701,-0.002358479,-0.01123021,0.002487082,0.0034949412,-0.0005305072,-0.022737285,0.009224161,-0.0055431323,0.0027511076,0.004878561,-0.09037816,-0.03693839,0.015753357,0.0009021894,0.52783084,-0.005596863,-0.0024071133,0.034702856,0.022018312
N4134,-0.016008768,-0.011923405,0.0052717403,-0.0035049804,0.008137155,0.0139799835,0.010795206,-0.016849548,0.015320449,-0.0006759595,0.0029233196,-0.011496912,-0.010007139,0.0013313789,-0.005339242,0.004303335,0.0054166834,-0.014476289,0.0019382323,-0.0077100014,0.41915452,0.018294705,-0.0046716817,0.01552445,0.0090112,0.007764533,-0.0012911158,-0.31251886,-0.018923495,0.0143673755,0.016182756,0.0014107041,-0.0045957644,0.0066987914,-0.00986723,0.011414456,-0.018755736,-0.0062309224,0.017068382,-0.005160216,0.0064554955,0.007770618,0.013403096,-0.015447439,0.00439715,-0.018673485,-0.013616722,-0.0020271833,-0.010307859,-0.001546461,-0.024213415,0.0033889087,0.0062884144,0.0072414973,0.001536323,0.32774433,-0.02248219,0.009301622,0.009768032,0.6400227,-0.004734668,-0.0059365327,0.013409268,0.013082265
N3396,0.0015716689,-0.02554177,-0.0011665969,-0.0018058793,0.00371721,0.00037480818,0.0028106337,-0.0050432486,0.024805121,0.016680647,-0.0038972467,0.0028078062,-0.0045766146,0.008123498,0.0041323523,0.024562253,0.016177762,-5.3787087e-05,0.0028262676,-0.02918578,1.1679964,0.013501947,-0.0067892326,0.0034125766,0.004777716,0.01711343,-0.0125180315,-0.72038,-0.011188928,0.008400207,0.0023633745,0.010752805,-0.007266699,0.013080946,-0.019617928,-0.0007173564,-0.024788788,-0.0016218986,-0.0018398052,0.013448566,0.0028658824,0.029164229,-0.0015501059,-0.03013725,0.029955195,-0.007245969,-0.012371759,0.0060151843,0.0023393163,0.0069627967,-0.004121652,-0.0009037114,0.0019901355,0.009642989,-0.0032595682,-0.08147788,-0.019627176,0.016932404,-0.0009895916,0.7749025,0.0043973643,0.00019862894,0.018520351,0.009299423
N1193,-0.00091668556,-0.034921974,-0.004663458,0.00019669707,0.007354755,0.0016522375,0.0039189123,-0.01655216,0.02427681,0.011337265,-0.009759049,-0.005034614,-0.011820909,0.008191714,-0.0031146498,0.026644567,0.010247822,-0.013708405,-0.004251373,-0.033078533,1.3572785,0.02148379,-0.016723925,0.0075236163,0.009190289,0.018628003,-0.017697431,-2.2023787,-0.015986657,0.017983448,-0.0006119394,0.0063548917,-0.003204372,0.021519488,-0.014357508,0.0095955795,-0.031912867,-0.0059678913,0.006166235,0.0069756927,-0.0011908527,0.03943238,-0.002623232,-0.03361646,0.025600104,-0.023008848,-0.021671275,0.009387687,-0.01194942,0.004087218,-0.011095779,-0.00075686316,-0.0034963258,0.008269992,0.009486894,0.46592212,-0.011335418,0.02847451,-0.006137124,1.290337,0.00035064862,-0.00043280382,0.022575071,0.0004086283
N3499,-0.007089936,-0.024569768,0.004636135,-0.003648709,0.0054172487,0.0049683205,0.0057077417,-0.022847258,0.014532292,-0.010494782,0.014067469,-0.0059791226,-0.008562838,-0.0029694545,0.0005902235,0.016376011,0.0016947506,-0.017866964,-0.008592256,-0.023893898,0.4868317,0.0141826905,-0.00770476,0.0078882165,-0.0001108591,0.011053721,-0.010093864,-1.0254002,-0.013723114,0.012039933,-0.00022419341,0.002434608,-0.009457151,0.013429633,-0.005104932,0.012598993,-0.018529011,-0.0044616433,0.015716786,0.0011451707,-0.0033827478,0.016877467,-0.0012064171,-0.02861554,0.018703625,-0.022460563,-0.013901664,-0.0039677294,-0.013023902,-0.00437958,-0.0076656165,0.0051962687,-0.005254181,0.006223361,0.002673302,-0.90931755,-0.020199515,0.023744034,-0.003678092,2.1047537,-0.009943804,-0.009449062,0.018643863,0.011618552
N2629,-0.008668902,-0.0044401544,0.00097166403,-0.0067694136,0.0013316553,0.016229004,0.008895954,-0.0099349655,0.0055837203,-0.0029766443,0.0033542886,-0.013696501,-0.006322056,0.004956225,-0.007571759,-0.0037244547,-0.0030774528,-0.011080516,0.009511511,0.004098238,-0.9222585,0.0035819449,-0.0036061732,0.016264424,0.006146266,0.0009243038,-0.0029042128,-0.19742952,-0.009047152,0.0054833526,0.02360623,0.0011418913,-0.006901971,0.006156239,-0.0048120324,0.0134567,-0.007813481,-0.010124971,0.01968861,-0.0023553402,0.0037508733,-0.002316677,0.009105395,-0.010049193,0.00032730776,-0.00526815,-0.006728344,0.006008067,-0.00785755,-0.0022615409,-0.016353933,-0.0030722725,0.010417547,0.0035188845,-0.0074490295,0.3411657,-0.019181,-0.00093178253,0.016076837,0.29314443,-0.006430664,-0.009524002,0.005476653,0.0103331115
N280,0.030951245,-0.0100555485,-0.015136533,-0.005193061,0.008084509,-0.0039472235,0.010873091,-0.0014380584,0.014192629,0.00067547907,-0.050996915,0.013942863,0.00042282336,0.026711741,0.0059226695,0.015930427,0.00017169068,-0.0033573236,-0.023487888,-0.017737249,2.1573994,-0.010829831,-0.015120912,0.0016531085,-0.03227972,0.016644659,-0.025989905,2.1820133,0.026419658,0.00029145306,-0.014652504,-0.022934364,-0.0008502228,0.0033277455,-0.011200571,-0.014610621,-0.014060087,0.0050016334,-0.025805412,0.021101097,0.011477901,0.028870694,-0.03385438,-0.008704269,0.015886419,0.025531566,0.011511245,0.016314307,0.0068471814,0.017259007,0.009196799,-0.010500438,-0.006090779,-0.004854138,0.006046313,1.9539098,-0.015247839,-0.009350847,-0.001030529,-2.4536796,0.026326856,0.02878253,0.01988615,0.0010676633
N2665,0.010196836,-0.005250725,-0.0014945535,-0.01428751,0.017409543,0.007865981,0.01485295,-0.0060863155,0.019273533,0.018697895,-0.009979961,0.024512948,-0.009499478,-0.00054738316,0.0145048,0.013572818,0.023510471,0.012021503,0.009385387,-0.022536004,1.8200674,0.004654762,-0.017348794,-0.000114549905,-0.0072971312,0.006591584,-0.0021586225,1.2905015,-0.0062593007,-0.0047816476,-0.018670218,0.019710632,-0.03808249,0.008572331,0.0020048735,-0.019439872,-0.02644933,-0.009992689,-0.013324993,0.005102082,0.009602917,0.01179669,0.00065320416,-0.028540846,0.043695528,0.016210262,0.004308736,0.017166622,0.004486627,0.0055500395,0.01302105,0.0022443437,0.00045360392,-0.0107586095,-0.017258063,0.059145987,-0.0045551956,0.026263725,-0.0318546,3.0136855,-0.0015759711,-0.015283788,0.009148381,0.008004855
N4504,-0.011541178,-0.0055975597,0.021934142,-0.0025811784,-0.0026972545,0.0030045034,-0.00039105577,-0.023250408,0.021888351,0.005633011,0.029731298,-0.037407037,0.004471802,0.001147899,0.002136958,0.0055770874,-0.016265007,-0.008415607,0.014807462,0.009622577,-1.0132957,0.013397092,0.0014431765,0.017830463,0.032568846,-0.0026175494,0.005194157,-0.08914424,-0.038516108,-0.017312365,0.03393797,-0.0011968471,-0.011766354,-0.0012129885,-0.005221321,0.01244794,-0.002979297,-0.034101933,0.008191462,-0.0052665384,0.00080664066,-0.007929849,-0.002672509,-0.028676365,0.021943724,-0.015523089,0.004839772,0.008803983,-0.007896712,-0.020612424,-0.006924045,-0.009228472,0.023866847,-0.004409528,-0.004908846,-1.394942,-0.041158795,0.018803764,0.019485785,-0.56342465,-0.0022254516,-0.030809684,-0.003881681,0.0015224052
N916,0.024760146,-0.01147833,-0.012228874,-0.0026317304,0.0057923286,-0.000983862,0.008913408,0.0017921416,0.01718736,0.0012000131,-0.04471175,0.016914899,-0.002333178,0.022329396,0.00373678,0.012866259,0.003614376,-0.0025092382,-0.02517585,-0.018746885,1.9597853,-0.012757954,-0.014913602,-0.00014041249,-0.030078132,0.01591619,-0.024509601,2.1248014,0.027593665,0.006122689,-0.0150286285,-0.017594017,0.00065801933,0.011295339,-0.014406711,-0.011998533,-0.018099342,0.0052649667,-0.02302374,0.017981196,0.0070334026,0.029151617,-0.033170275,-0.008432007,0.0121066775,0.022654315,0.006870117,0.015753064,0.0073576067,0.018631915,0.0008127241,-0.009073126,-0.010052725,-0.0045409137,0.0055705025,1.6529474,-0.017130714,-0.007982537,-0.0009496374,-2.3150406,0.022276388,0.031659473,0.023636313,0.0044069346
N1641,0.00353096,-0.026400106,0.009025539,-0.002360718,-0.0022484288,-0.009286428,0.004356705,-0.0016202353,0.027879585,0.007722521,-0.0034473222,-0.002685087,0.015599285,0.0036970396,-0.0019054759,0.004850786,-0.00021025498,-0.0017069816,-0.00418568,-0.018723106,2.1586502,0.0064607607,-0.0070642466,0.013994578,0.011114976,-0.00034636311,-0.014774167,1.5087433,-0.0055148243,-0.0046872105,0.010612189,0.0018905529,-0.012810109,0.015445326,-0.014601195,-0.011196833,-0.017799942,-0.014221949,0.004549293,-0.01702711,0.0008492858,-0.0008197364,-0.011116481,-0.011552235,0.013407946,-0.0062593883,-0.021225026,0.020143883,-0.0034137333,-0.016497098,-0.021303933,-0.007756961,-0.0006411012,-0.0045024725,0.01688287,-0.41496813,-0.02275565,0.0072456864,-0.0064747864,-0.29142964,0.008490123,-0.0056425394,0.008118762,-0.005561605
N3926,-0.0010115163,-0.02922422,0.01502217,-0.005171624,-0.002768736,-0.006199524,0.0009842477,-0.012701478,0.02913789,0.015291356,0.012413567,-0.010884963,0.01557093,0.0040021157,-0.0037491485,0.01749903,-0.004946645,-0.007318263,0.006120881,-0.012283825,2.0898588,0.020484159,-0.0047548213,0.016013496,0.023744605,0.014174648,-0.012418557,0.12071235,-0.03081501,-0.0077668284,0.013792113,0.0068259197,-0.01502931,0.009970265,-0.019937323,-0.0075408607,-0.019293163,-0.018982576,0.005136153,-0.013314536,0.002668713,0.00072696223,-0.0027282692,-0.023063386,0.027406039,-0.019822316,-0.024155771,0.016495548,-0.006707608,-0.015795777,-0.01574583,-0.010260066,0.009586085,0.0027521187,0.016318914,-0.343536,-0.019105334,0.024287686,-0.001459109,-0.03734677,0.0061589493,-0.015759189,0.0050201677,-0.011290794
N4051,-0.007686442,-0.008817099,0.0050933505,-0.0049786572,-0.0011528794,0.010028575,0.014947886,-0.017190589,0.017824879,0.0005626941,0.01365258,-0.007865875,-0.0058619035,0.004777937,0.0009830422,0.003433192,-0.00131625,-0.005743822,0.0084763365,-0.0078561045,0.60407114,0.016921598,0.0007840703,0.012437425,0.0029158378,0.0054905596,-0.0028321852,0.28175545,-0.015502966,0.0045086415,0.017766986,-0.00016451227,-0.008511464,0.0044859126,-0.003294541,0.0064111995,-0.012108382,-0.009590397,0.013834757,-0.004842599,0.005571501,0.00082654884,0.0028286874,-0.016081536,0.009934757,-0.006893647,-0.0098983655,-0.0021849605,-0.00051717286,-0.011262399,-0.010052431,0.00043970492,0.0026753051,-0.005051404,-0.0011025295,-0.023852395,-0.026841361,0.010772338,0.0057660155,0.5133698,-0.0041110567,-0.0086752735,0.010217399,0.009766322
N3641,-0.011169558,-0.0019670357,0.025194887,-0.0050487416,-0.0024934576,0.002859977,0.0067597213,-0.021009402,0.020900983,0.008109539,0.024972837,-0.03279994,0.0006503134,0.0015728448,0.0045588757,0.0076600374,-0.013164208,-0.0055194306,0.015612223,0.011024621,-0.8116665,0.015907114,2.1742882e-05,0.009264686,0.02471881,-0.0032022942,0.0039879954,-0.04486217,-0.0324274,-0.013273045,0.029659903,0.0015735965,-0.012313549,0.0026956385,-0.0044017094,0.01076194,-0.008650134,-0.033898506,0.0012440403,0.000556063,0.0027950224,-0.0016500088,-0.0026983093,-0.028133774,0.026047805,-0.010789035,0.009199777,0.0055851727,-0.0038035722,-0.018372988,-0.005615621,-0.005344487,0.015884688,-0.0066752094,-0.0019805697,-1.45288,-0.04048432,0.022142038,0.022937076,-1.007421,0.0026191482,-0.027605267,-0.000630456,0.006222711
N3153,0.0020346616,-0.0042058397,0.0074826395,-0.0071421857,-0.0041978457,0.018467773,0.003472103,-0.012382062,0.011539355,-0.008719499,0.01436306,-0.0038480954,0.002216123,0.0061158068,0.00036753385,-0.002247858,0.003995598,-0.0058567836,0.0106273,0.0025240341,-1.9949331,0.00036035207,0.009620602,0.008775012,-5.0755567e-05,0.008119628,-0.0044703414,0.50376135,-0.00897842,-0.0034171324,0.021072991,0.0027618143,-0.0066483803,0.0057447744,0.004116403,0.01378254,-0.0016043036,0.00032998738,0.017376179,-0.0036750261,0.0035161031,-0.0067610536,-0.0024251882,-0.012873729,0.013123645,-0.0042766393,-0.0080171535,0.00096877926,-0.0068023195,-0.011748674,-0.011405986,-0.008594659,0.006778419,0.0029206339,-0.0035393515,-0.5935077,-0.028243553,-0.0017958519,0.0012789648,0.79744744,-0.004060711,-0.010763122,0.011359391,0.0046561137
N1968,0.0037239238,-0.024241164,0.012523132,-0.0073484215,0.0063575166,0.0025810872,-0.0007683192,-0.0034901472,0.029646188,0.027508536,0.0040804395,-0.008511044,-0.0013388793,0.001857744,-0.0058513805,0.020464916,0.0010096662,-0.0042954893,0.009788434,-0.0137844235,1.9656076,0.010294397,-0.0068629123,0.013144932,0.028759703,0.023898607,-0.011546249,-0.5550714,-0.018726964,-0.009150654,0.010924276,0.0098012425,-0.018668775,0.018714467,-0.025550796,-0.0061460244,-0.024965746,-0.016430736,-0.0063043744,-0.005934706,0.002477275,0.014496003,-0.0037801648,-0.02581195,0.028867355,-0.018503984,-0.015311177,0.02923345,-0.006592102,-0.008318139,-0.006751302,-0.013702167,0.011267264,0.0010324435,0.010402592,-0.2690991,-0.016642043,0.023769613,-0.003253166,-0.26694694,0.009955626,-0.0146490205,0.004356236,0.00029680756
N3984,-0.008851311,-0.008774853,0.0069132545,0.002090407,-0.0015076775,0.006274518,0.009852275,-0.01601924,0.023584936,0.0028243877,0.007812644,-0.0075297626,0.0008967638,0.00025647614,0.0024300064,0.0027936022,0.005655051,0.0022896288,0.0006853257,-0.014679467,0.7083352,0.016301824,-0.002893331,0.01546637,0.006939915,-0.0029568411,-0.0023708893,1.0544976,-0.012025103,0.009554805,0.025447689,0.008275815,-0.010000077,0.0136663625,-0.0035985557,0.002258688,-0.012348386,-0.010935313,0.0151655665,-0.007453648,0.0064443382,0.0048205834,0.002051815,-0.012733199,0.011994102,-0.0008014248,-0.013419311,0.005854226,0.005323524,-0.010353036,-0.021714473,0.0028223505,0.0028489379,-0.004241038,0.004453373,0.2120178,-0.033401944,0.013251907,0.0007217299,0.33817646,-0.003095387,-0.009528439,0.019155448,0.008335799
N2014,-0.008991965,-0.0038096493,0.008450007,-0.007951896,0.0011259047,0.017066583,0.014396817,-0.011138599,0.0075497646,-0.0031617032,0.007306786,-0.006345824,-0.0072951787,0.00037521773,-0.0022141738,-0.0006073636,0.0035484098,-0.006041193,0.008423218,0.0031424693,-0.6217016,0.008691705,0.000479688,0.008123495,0.0032433614,0.0046060625,-0.0032945087,0.2744695,-0.0034215944,0.007241233,0.017648034,0.0026485294,-0.0078747505,0.006365145,-0.006126517,0.0118377665,-0.014143349,-0.0050788093,0.01219624,-0.0027152423,0.004439669,0.002926432,0.0046425182,-0.008613291,0.0017166544,-0.0053345943,-0.005955758,-0.00079849025,-0.0057724626,-0.008828187,-0.014778621,0.0020878795,0.0018685978,0.0005670673,0.0011492666,-0.025049722,-0.02079533,0.0013809983,0.009327912,0.5623688,-0.004463199,-0.007752676,0.010793204,0.014446621
N2073,0.017139776,-0.063491456,0.028793858,0.0013103149,0.008224078,-0.035282522,-0.015680183,0.0040518534,0.056828998,0.05131005,-0.0030641588,-0.012424685,0.016226724,0.01068316,0.0073644924,0.061154727,0.01256179,0.0012322355,0.0028968123,-0.06103443,3.750199,0.029373644,-0.01294507,-0.01780756,0.040790346,0.031391922,-0.026410533,-3.6938055,-0.027065169,-0.015658548,-0.022514971,0.019256473,-0.026130099,0.016391585,-0.033289336,-0.017920388,-0.049204197,-0.029363522,-0.048595723,0.013228326,-0.015178866,0.0400456,-0.021759538,-0.069404945,0.069399185,-0.031389046,-0.024594938,0.02677423,-0.0003027441,-0.005291238,0.026839595,-0.010276926,-0.0013424573,0.0013588483,0.022141634,-2.8700063,-0.0076716943,0.052556317,-0.014485305,1.4987774,0.036205687,-0.015323266,-0.0063401014,-0.008379248
N1039,0.0155165475,-0.06433308,0.026603667,0.0015036684,0.008233951,-0.03329794,-0.014439496,0.0017809717,0.055722613,0.04958927,-0.0027808326,-0.013796991,0.013933244,0.010541551,0.0070724576,0.060534168,0.010773834,-0.00049175567,0.0032707497,-0.061030444,3.8319583,0.028947368,-0.013756273,-0.014407248,0.038736653,0.031207068,-0.02603003,-3.6234868,-0.028969714,-0.014471836,-0.020427933,0.018629383,-0.025563471,0.016244885,-0.034284826,-0.015879534,-0.04875514,-0.028746445,-0.044584636,0.013837335,-0.012123711,0.041309897,-0.019605508,-0.06898359,0.07002307,-0.032371435,-0.025701368,0.025560088,-0.002583281,-0.005620216,0.02637888,-0.010061671,-0.0005714503,0.0033266065,0.020108303,-2.705367,-0.008882472,0.05226699,-0.013281667,1.5395823,0.033280797,-0.014585798,-0.0052188714,-0.008635499
N3962,-0.007114809,-0.009242189,0.0069597247,-0.002782431,0.005428268,0.017516406,0.012661729,-0.018462004,0.014709461,0.00014790246,0.008082555,-0.005364526,-0.0070673143,0.0014184078,-0.0032260618,0.0043824892,0.003800879,-0.009031776,0.0042382684,-0.0031564091,0.197584,0.01790209,-0.0018359217,0.0112932725,0.011174241,0.01073266,-0.003645025,0.05284401,-0.015458975,0.009769162,0.015272065,0.0002769307,-0.007616601,0.0060332958,-0.0048239757,0.010774082,-0.01915027,-0.004862918,0.015805831,-0.0060072304,0.0028292767,0.0046498557,0.007870554,-0.015674982,0.009196983,-0.014740166,-0.013217685,0.0027628962,-0.0094993,-0.0047891107,-0.019400883,-0.0006212815,0.006054039,0.00056411925,0.0048144762,0.32092607,-0.021897474,0.011149361,0.0023369435,0.598416,-0.0022364852,-0.0113767525,0.012584002,0.010297337
N521,-0.0043693217,1.0148266e-06,0.023888841,-0.005756749,0.0049572065,0.008473141,0.009907683,-0.012610051,0.014075236,0.0028915126,0.029259574,-0.016348416,-0.005307439,-0.009827513,0.004105263,0.006436467,-0.0025204162,-0.002680407,0.013318413,-0.0021759379,0.1718303,0.01042227,0.0032175772,0.006616021,0.02742806,0.007864551,0.008734153,0.08253525,-0.017540118,-0.010535904,0.012085514,-0.0023776826,-0.017942674,0.013867097,-0.0019028342,0.009840286,-0.013608985,-0.025241625,0.0026255292,-0.016349865,-0.0007048053,-0.012301379,-0.00086466863,-0.024847135,0.01249548,-0.026287347,0.0016134527,0.0033926973,-0.009253431,-0.026006665,-0.003155989,0.006952068,-0.0012538917,-0.0051349057,0.00020688683,-2.1849086,-0.020973423,0.028337145,-0.00069289666,1.3068632,-0.001555971,-0.03205915,-0.004628629,0.0149867
N4375,-0.0021285587,-0.0039176117,-0.0006940868,-0.006425169,0.0048698154,0.013000181,0.015924795,-0.008915276,0.012319806,0.0037330147,0.0028053098,0.0037797682,-0.010889728,0.004870008,0.004657958,0.004335977,0.009938362,0.0045224885,0.0070568034,-0.009218245,0.54305327,0.010531036,-0.0048687696,0.005537674,-0.0011860289,0.00239114,-0.0033554598,0.6555651,-0.0042876774,0.0076309172,0.007604776,0.0069751353,-0.013396683,0.009953055,0.0016830147,0.0011082293,-0.017758824,-0.0067081414,0.0042263498,-0.0004248347,0.0038149345,0.01132603,-0.001177151,-0.01384872,0.016894285,0.004255529,-0.0058228816,0.006912132,0.003321292,-0.0010679594,-0.004362946,0.0002925578,-0.0032028148,-0.012399269,-0.004951294,0.48153752,-0.017589103,0.010195175,-0.0061748526,0.981236,-0.0016543458,-0.008732337,0.011613121,0.008899023
N833,0.0047165337,-0.02735298,0.00081219175,-0.00085844146,-0.0028121178,-0.008065406,0.007613307,4.969366e-05,0.027299063,0.004272762,-0.012873049,0.0017209634,0.009919801,0.009608596,-0.00042677467,0.004683648,0.00026959684,-0.004475343,-0.010220804,-0.024968121,2.2343886,0.00290062,-0.009790746,0.011869084,-0.00079315476,7.577082e-05,-0.018632276,1.6957924,0.0030024946,0.0014016646,0.00676655,-0.002410594,-0.0037135573,0.016227962,-0.01613861,-0.0091469,-0.016892945,-0.006940953,0.003804089,-0.009654899,0.002194093,0.006976288,-0.016215697,-0.0094959745,0.007687133,3.6284357e-05,-0.020595085,0.016447788,-0.0011089728,-0.010167779,-0.0197452,-0.006850941,-0.005582325,-0.0033698156,0.011200409,0.019271806,-0.025632264,0.0005221168,-0.0008583138,-0.6383582,0.008057662,0.0060701035,0.013392265,-0.003225505
N1182,-0.00045115533,-0.01422278,0.003266109,-0.0051607452,0.0034313474,0.004639487,0.015840698,-0.012761362,0.02199564,0.003982561,0.005209867,7.2369476e-05,-0.00110011,0.0034165168,0.0052655553,0.0050837607,0.0043236823,0.0022694466,0.0034423098,-0.021192176,1.4636598,0.017864924,-0.005540782,0.015652265,0.004253492,0.0028758289,-0.010583691,0.90857476,-0.009852501,0.007166895,0.0126631325,0.0061135963,-0.015193556,0.012285434,0.0017800374,-0.003368448,-0.017422426,-0.011250399,0.011964724,-0.01071968,0.0025889743,0.0030519392,0.000574449,-0.019031227,0.018558914,-0.0030805143,-0.015800452,0.008319429,-0.002123742,-0.008695674,-0.014086335,-0.00061058305,0.00023452057,-0.0053765792,0.0060497043,0.27611476,-0.023894545,0.014799694,-0.008004377,0.7888274,0.0003046871,-0.010672651,0.01198575,0.0014124247
N4091,0.0019446464,-0.015100292,0.00360423,-0.005712578,0.0011135034,0.0011875615,0.014709905,-0.016570184,0.025537688,0.00308856,0.00995739,-0.0006213261,0.0012246713,0.0028906907,0.007850675,0.005389216,0.0021019229,0.004314186,0.004338554,-0.025024308,1.6967975,0.018219572,-0.0024642057,0.017589822,0.00281779,0.0017861989,-0.01142272,1.1779252,-0.013412646,0.0026406087,0.0140640475,0.0054116594,-0.016576126,0.013008362,0.0033911464,-0.0051503754,-0.0144420285,-0.011794138,0.012737848,-0.011240167,0.0036470063,0.0020588438,-0.0025756445,-0.021742893,0.022715861,-0.0016542082,-0.015046272,0.008463715,0.00074322,-0.012608504,-0.009778157,-0.0017868994,-0.0013097681,-0.0075601838,0.005381118,0.026096791,-0.030868873,0.017558875,-0.011703634,0.7268019,0.0016728491,-0.011123348,0.014245416,0.00234077
