id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63
N494,0.0036655476,-0.03231972,0.04095985,-0.00061861664,-0.00010622656,-0.019080168,-0.020869948,-0.02154364,0.045015585,0.013107768,0.03420383,-0.014932719,0.027961109,0.0073108044,0.011778779,0.020191498,-0.0008225851,-0.02536113,0.0012616279,-0.014092485,-3.7620041,0.025778294,0.0032667967,-0.033250105,0.027487706,0.018461913,-0.024248967,-2.8231409,-0.038966563,-0.02005862,0.004447136,0.0107900575,-0.007940706,0.009095586,-0.0046508033,-0.019801246,-0.013695278,-0.021412224,-0.0056973654,0.024636582,-0.006192123,0.018513126,-0.00936086,-0.045640226,0.06435057,-0.019035475,-0.018091548,0.00021371007,-0.00751288,-0.0023844608,-0.035657912,-0.016021255,0.014781425,0.01585711,0.016648514,-2.8193882,-0.038641803,0.03808277,0.012866165,-0.46009687,0.020223664,-0.031708043,0.014913653,-0.013062572
N1405,-0.009493287,-0.0054283417,0.014556714,-0.0032415767,-0.001695004,0.004266292,0.01150043,-0.015357023,0.01376546,-0.008803552,0.0062041683,-0.023660935,0.0030874175,-0.00081840716,0.0003613246,-0.00035860806,-0.007253562,-0.0062908456,-0.0040357085,-0.0044332095,-0.21268182,0.007432932,-0.0015809124,0.016536318,0.006356739,-0.008816699,-0.0061601303,1.0399238,-0.0021964256,0.002885014,0.031803884,-0.0023114998,-0.0011663311,0.0109055,-0.0076977075,0.012226329,-0.004568137,-0.011939015,0.011700078,-0.004752912,0.008054235,0.0055207903,-0.0020367538,-0.006166956,0.00049161277,-0.0044452264,-0.0044550826,0.0032805563,0.00040993438,-0.017595613,-0.017165678,0.0045300648,0.0028457178,0.0016100634,0.009127866,-0.4343081,-0.042209316,0.0029057553,0.021463037,-0.7228977,0.00090538565,-0.0066150036,0.0155610535,0.017467443
N1457,0.0035761,-0.01857683,0.025097651,-0.005274512,-0.0046017775,-0.004442105,-0.0043642432,-0.016123539,0.025895631,0.0026074296,0.021321435,-0.006895612,0.013825489,0.011532515,0.0028549153,0.01445626,-0.00074200495,-0.021042086,0.005072102,-0.0072986414,-2.9415975,0.013726604,0.0021250446,-0.016419915,0.0122360205,0.012284271,-0.020590408,-2.1441073,-0.019576129,-0.008140081,0.008790789,0.005446398,-0.002371325,0.009861329,0.0020840324,-0.0033182385,-0.010810663,-0.0108390385,0.0035771257,0.012582814,-0.0034522687,0.012992422,-0.008388761,-0.027298698,0.039956965,-0.008146104,-0.01699908,0.00025152919,-0.004589328,0.00045404554,-0.02411843,-0.015406759,0.010051414,0.005948088,0.007831843,-1.4334462,-0.02775827,0.020499622,0.016666621,0.08787949,0.0072484342,-0.016876554,0.0132367285,-0.0030766176
N605,0.0005935898,-0.009240732,0.021285824,0.0032576437,0.0106676435,0.008424214,-0.005939267,-0.017408822,0.029509135,-0.0049439194,0.01452845,0.0026194935,0.0006130409,-0.019402945,0.011241585,0.0055940854,0.031576823,0.007611979,-0.019880367,-0.020929689,-0.7172605,-0.0035028115,-0.0010866576,6.42749e-05,0.0020350413,-0.0032253105,0.0014127849,2.3040133,-0.009111678,0.012751378,0.006867978,0.01807362,-0.020264015,0.02502399,-0.015207712,0.002073489,-0.01992389,-0.005222811,0.004187618,-0.0015473005,0.00612988,0.026906671,-0.010192404,-0.021226622,0.03143259,-0.0015087725,-0.004661715,0.016683407,0.005831219,-0.00078505493,-0.02272388,0.013986273,-0.020589333,-0.0029016898,-0.0028462152,-1.7567815,-0.05031253,0.022098068,-0.028900089,1.6729423,0.00058966817,-0.010900261,0.049236212,0.03632289
N382,-0.0030889953,-0.0074233958,0.020926433,-0.0038051852,-0.005113742,-0.0010155417,0.0084912535,-0.016657887,0.019851236,-0.0019658883,0.017728362,-0.02165314,0.011050982,0.0015114245,0.0070550614,0.008173534,-0.0035510384,0.001346617,0.0023067975,-0.0038324904,-0.32418993,0.012039722,0.0009960494,0.013886831,0.016531693,-0.0045497436,-0.00534965,0.71039975,-0.011377516,-0.0057276315,0.030804522,0.0034810433,-0.0072586876,0.008690612,8.42355e-06,0.0061994093,-0.0055081695,-0.018712629,0.006697792,-0.006518072,-0.0010817163,0.0022771922,-0.0070290873,-0.015674843,0.017644847,-0.008868925,-0.0025000381,0.0042783385,0.0031361394,-0.02083776,-0.008683755,-0.0028365576,0.0061954577,9.651731e-05,0.008765791,-1.2196667,-0.040368035,0.013693318,0.014010663,-0.4068898,0.0007275483,-0.018104713,0.0102689015,0.007986803
N2464,-0.005295985,-0.003658407,0.0029452052,-0.0022958766,0.0073053394,0.021674404,0.015957357,-0.030741228,0.020309836,-0.011977096,0.016770456,-0.04397866,-0.024939764,0.017252605,0.0021945336,0.007643996,-0.018026767,-0.014993758,0.009839246,-0.01641775,-0.084352046,0.013643422,2.144985e-06,0.032306932,-0.0022267154,0.0022560589,0.00016284874,-0.1540698,-0.028544087,0.0054572034,0.046155717,-0.012408253,-0.0073300055,0.01113747,0.007703643,0.030414633,-0.003587645,-0.023473429,0.015107323,0.021914931,0.01856298,0.018683353,-0.0074282535,-0.033831544,0.032669052,-0.008913058,0.0149800945,0.01178833,-0.011398376,-0.005820902,0.00033738575,0.0033971227,0.01138309,-0.0063947546,-0.0072049266,0.27223858,-0.0587425,0.01798609,0.032081466,-2.0011163,0.0029838935,-0.012820032,0.023672584,0.01493573
N526,-0.005434723,-0.0073043965,0.0037700746,-0.007331627,-0.0014979006,0.009253091,0.009924687,-0.012548502,0.008486506,-0.0072846403,0.009457465,-0.009503413,-0.0035272427,0.006210552,-0.0010474588,0.0009862419,-0.0038005514,-0.009364276,0.004978656,-0.004725595,-0.56202674,0.0068258764,-0.0003369911,0.011702688,-0.0013491393,0.0013657818,-0.009297615,0.1311719,-0.0070200297,0.0046191113,0.019551726,0.0013627933,-0.0058568176,0.008352897,-0.003696335,0.011170227,-0.004421367,-0.007604009,0.016336747,0.0010219903,0.002713252,0.0062666098,0.0006251937,-0.013558402,0.008896482,-0.0017092449,-0.00861362,0.0014925423,-0.0035551435,-0.0045050397,-0.007524266,-0.003032088,0.0049757375,0.0008917537,-0.0032007587,-0.06358867,-0.028620182,0.00067459425,0.0129930265,0.12566634,-0.005409592,-0.004201938,0.010931722,0.01118545
N709,0.0041647907,-0.0069229226,-0.008568196,-0.001525289,-0.006882652,0.015257748,0.019938042,-0.015701804,0.0049128416,-0.0071961978,-0.0015773193,0.0018592464,-0.014006878,0.013047712,0.00212572,0.0015128321,-0.0073042954,-0.0035627428,0.0071959794,-0.0068087513,-0.44481885,0.011179822,0.00042883333,0.008782361,-0.018704645,0.002465108,-0.0075565325,0.67568475,4.828679e-05,0.0074951495,0.0050799446,0.00076906837,-0.003759031,0.0017302969,0.008475449,0.0046155765,-0.0023963125,-0.00071189436,0.016248286,0.0107638035,0.005958971,0.003584384,0.0019947249,-0.0066957753,0.01325978,0.0062754326,-0.0073397565,-0.0058914605,0.0016227488,0.0057348767,-0.0025137712,-0.008728499,0.0020125292,-0.009276235,-0.008345585,1.2397083,-0.018817069,0.0028984498,0.01128067,0.35175857,0.0016004958,0.0017906185,0.007850348,0.0077774297
N2867,0.0009388,-0.018554764,0.01616684,-0.0084671285,-0.0035787378,0.0019069295,0.0008247481,-0.02081129,0.018419648,-0.005006218,0.02231023,-0.017525287,0.003964172,0.005971403,-0.0033137074,0.009048538,-0.014060201,-0.024852032,0.00876195,-0.004732074,-2.7877083,0.011057338,0.0026681796,-0.0002667369,0.014640463,0.008235462,-0.020637015,-2.0326152,-0.018410392,-0.008240862,0.015815256,-0.0024993692,0.001905527,0.016140427,0.0065956567,0.0051474636,-0.0058209705,-0.010245327,0.018101295,0.008985784,-0.0039390265,0.008742038,-0.006322823,-0.022683593,0.029350653,-0.014264824,-0.017118722,0.0066635143,-0.011377382,-0.0009665179,-0.028704373,-0.01581088,0.013849361,0.0003413616,0.002486785,-0.9084226,-0.030530883,0.017517524,0.023396272,-0.23057707,0.0044279397,-0.011783662,0.007851264,0.0017526372
N2828,-0.010666201,-0.0056277853,0.009960212,-0.0056168395,0.0002428163,0.012802902,0.011226807,-0.019586744,0.017393958,0.004342409,0.012937755,-0.01779512,-0.0015046889,-0.000108645865,-0.0014558275,0.004611203,-0.001211594,-0.005466706,0.010356593,0.0033249517,0.26456225,0.015562718,-0.0032248222,0.015606484,0.016578166,0.002584681,0.0008407919,0.1736205,-0.020541979,0.0007387757,0.025005624,0.0034576654,-0.013534125,0.004140559,-0.0049977205,0.007896245,-0.01383012,-0.015928006,0.013396154,-0.005940428,0.005396989,0.0006833226,0.004587692,-0.015097029,0.012181116,-0.00853389,-0.00625262,0.004083432,-0.0033135691,-0.012887557,-0.0150204105,-0.00019685377,0.010509207,-0.0034824836,0.0017238358,-0.16098744,-0.023944734,0.0156102935,0.008059329,0.3157528,-0.0049903924,-0.015856426,0.0064354343,0.008904047
N2345,-0.0061637578,-0.013532119,0.040051136,-0.0161126,0.011247267,0.0077357693,-0.0006580104,-0.025606152,0.04232846,0.013446669,0.022388864,-0.035487298,-0.012041374,0.013968662,0.0014318188,-0.00023555741,-0.0117943445,-0.017027203,0.009812042,0.0003268568,-1.496839,0.027264243,0.003195255,-0.0034345828,0.015546105,0.02008802,-0.0109104505,-1.0528669,-0.030962294,-0.013125234,0.03351379,0.002269074,-0.020212563,0.013158045,-0.007842512,-0.0007453072,-0.022873111,-0.036579683,-0.015017204,0.03853944,0.011846963,0.017949106,-0.0058007697,-0.047410414,0.04398183,-0.009972804,0.011031533,0.0076993047,-0.0024882476,0.0010586842,-0.016520277,-0.012053049,0.013941801,0.0030365968,-0.00094828306,-0.7264745,-0.062147163,0.02079362,0.048371576,-2.8271744,0.020289704,-0.01947176,0.028606473,0.015378005
N2228,-0.005494587,-0.0064837546,0.01717337,-0.0071608946,-0.011231343,-0.008439423,0.012206798,-0.02205296,0.025333598,-0.008420879,0.01882467,-0.030391896,0.009236283,0.010859076,0.011318158,0.005126112,-0.01899571,-0.0019517941,0.005286992,-0.01299919,0.39352852,0.01582666,0.00790792,0.021760473,0.001132806,-0.005981029,-0.009351045,0.91102374,-0.016453966,-0.009590638,0.041635104,-0.007458093,0.0026168318,0.0021028325,-0.0045391973,0.007824968,0.0040349206,-0.017745152,0.0066957395,0.0015119724,0.013074604,0.0067397878,-0.010986703,-0.018784214,0.013163775,0.0016577904,0.0044214083,-0.0040186993,0.011590938,-0.02765993,0.0014616647,-0.0020970264,0.005217698,-0.0017028754,0.001618946,-0.68068504,-0.0625641,0.005501384,0.030606871,-1.6167264,0.0025659588,-0.0049931793,0.017302876,0.011168252
N674,-0.01022693,-0.005289002,0.025425961,-0.0026049593,0.005777175,0.009088969,-0.00071252114,-0.013761143,0.02221455,-0.007971265,0.013133671,-0.00966646,0.0061116293,-0.014095992,0.0035164086,-0.0016181011,0.01611734,0.0015288107,-0.009705508,-0.0077031176,-0.7093771,0.0021726673,0.0040011713,0.00717362,0.009146719,-0.0012528194,0.002320687,1.5997456,-0.007988753,0.002392617,0.020605145,0.007341155,-0.010000704,0.013750252,-0.010166143,0.0074982615,-0.016380625,-0.0037792264,0.0039475528,-0.01024356,0.010053939,0.007471557,-0.00492011,-0.010186987,0.0091393795,-0.0074222446,-0.0053884033,0.006160689,0.001497749,-0.017059416,-0.022029486,0.007674074,-0.0080102645,0.00086715596,0.0074727107,-1.2463899,-0.04337776,0.005964676,-0.0057916455,1.003313,0.00071922457,-0.011109587,0.030305393,0.023798633
N2589,-0.010100753,-0.005984988,0.026740687,-0.003246608,0.0013085925,0.009237648,-4.059616e-05,-0.022974567,0.023418711,-0.011797108,0.01907474,-0.01109732,0.009460469,-0.01283877,0.0011420036,-0.0009052638,0.0083164275,-0.0022414422,-0.007849486,-0.008186171,-0.73854923,0.008833674,0.007351856,0.01169571,0.010354752,0.0020649307,-0.001939401,1.4501172,-0.010723545,0.0031686258,0.029857503,0.0073635983,-0.007759225,0.012948699,-0.007690811,0.010922509,-0.010488984,-0.0020357955,0.012691439,-0.011914448,0.006256262,0.002875465,-0.0026233345,-0.010219669,0.008643324,-0.008517499,-0.011471322,0.0036207028,-0.0009694922,-0.02058689,-0.026618706,0.005784476,-0.0012293941,0.0042166375,0.014938924,-1.1252317,-0.047336783,0.008772542,0.00029518292,0.6165397,-0.00205183,-0.01004093,0.03087669,0.021473965
N3838,-0.0051012686,-0.0018526614,0.0028859798,-0.0030883008,0.0073395805,0.0132866865,0.009835997,-0.01124823,0.022645427,0.008487045,0.005414652,-0.010799268,-0.02214678,0.016180117,0.0010480338,0.015069053,0.0024827765,-0.0064802268,0.005725623,-0.01735787,1.025112,0.012434239,-0.008195885,0.010215681,-0.007149072,0.016843079,-0.004189995,-0.22384234,-0.017410925,0.013122044,0.02086793,0.0016834298,-0.0073421816,0.017448345,-0.007148573,0.008403623,-0.021140754,-0.019215802,-0.0054231407,0.0141098,0.011443802,0.02341455,-0.011727632,-0.029185222,0.02718512,-0.0009078657,0.008554466,0.010861043,0.0028470068,0.008329844,-0.0055687944,0.00054190017,-0.0011849353,-0.0028927277,-0.0038130465,1.0143887,-0.03141835,0.021760676,0.015603135,-1.3898968,0.003983671,-0.00010399631,0.026073504,0.011425283
N3776,0.003180946,-0.02839247,0.004888038,-0.0061778016,0.013889079,-0.0019208362,0.0001893085,-0.0059459577,0.0245592,0.033048738,-0.01217038,0.0020076337,0.00035891327,0.011841508,-0.0045984886,0.028959107,0.012542376,-0.0056706476,0.007737705,-0.023779271,2.5859082,0.022347134,-0.017815182,0.0093562165,0.020533744,0.027870262,-0.013973474,-0.89446217,-0.022699133,-0.0028907682,0.0011152488,0.009328311,-0.013184225,0.011384804,-0.024130026,-0.012954655,-0.031149475,-0.013002105,-0.015475322,0.0024905838,0.0055987546,0.02238958,0.0004710084,-0.030022923,0.031890403,-0.018217223,-0.014696425,0.027296476,-0.006585814,0.005669362,-0.006411989,-0.011751519,0.014311733,0.0069069844,0.011298169,1.1854199,0.0008874557,0.02676664,-0.008589273,0.40940627,0.015000547,-0.010770099,0.0062553077,-0.010203226
N3154,-0.010045699,-0.00425201,0.013003709,-0.004882468,0.0016785959,0.018926414,0.007445297,-0.021498391,0.014564102,-0.002948349,0.017792018,-0.02081369,-0.0023369994,-0.0022278,-0.0045007775,0.0011982052,-0.0044950494,-0.009762671,0.010321965,0.008988342,-0.87143975,0.012110768,0.0037294496,0.015935332,0.018249411,0.00671981,0.0018518589,0.09045078,-0.021245526,-0.0019730113,0.028612837,0.0002497246,-0.00901673,0.0040807314,-0.0038463145,0.016386485,-0.009009967,-0.011119915,0.01738093,-0.006150371,0.0037966787,-0.005412298,0.004900182,-0.013619105,0.008217226,-0.013686533,-0.0062020584,0.005023577,-0.009465895,-0.014637033,-0.018233424,-0.0029125079,0.013140637,0.0012725593,0.0016291462,-0.3404165,-0.028074386,0.010575405,0.011692422,0.25317398,-0.004684212,-0.016732011,0.0075009344,0.010889366
N2986,-0.008668299,-0.0031950588,0.011936078,-0.0053911433,0.0027382113,0.018570658,0.009903006,-0.019580137,0.014872831,-0.0016335851,0.017798446,-0.018611168,-0.0072082505,-0.00079320424,-0.0027110155,0.0016104952,-0.003442978,-0.008185946,0.011525908,0.005698037,-0.6833006,0.010695704,0.0029337811,0.014436742,0.014767495,0.006138836,0.0024972316,0.069006786,-0.017157601,9.290378e-05,0.02581866,0.00044866386,-0.009295487,0.006351142,-0.0013020829,0.017219918,-0.009614888,-0.01237431,0.01349201,-0.0030145461,0.0067829154,-0.002054822,0.0043905727,-0.014795716,0.011040497,-0.010912653,-0.0028305363,0.004741257,-0.008941187,-0.011302532,-0.015017124,-0.00079441885,0.010232052,-0.000461719,0.00019644138,-0.30353308,-0.02842969,0.0117069455,0.012630906,0.20026721,-0.004493598,-0.016690597,0.0093375975,0.012628149
N4328,-0.0062577925,-0.017859856,-0.00029990208,-0.007128467,0.010123069,0.009885927,0.011753865,-0.013036091,0.018747736,0.0047810436,-0.011227961,-0.004583363,-0.014572786,0.012899695,-0.005896941,0.0123099815,0.0062362175,-0.013579638,-0.00019992446,-0.018208899,0.7517422,0.017197795,-0.011123013,0.0104239015,0.0041128495,0.012536488,-0.0108305765,-1.3455428,-0.009048464,0.018118406,0.007224299,0.0020684553,-0.001756967,0.011186745,-0.002207474,0.0063386066,-0.024058286,-0.004200811,0.007366278,0.0025430236,0.0018664225,0.022426067,0.0020680442,-0.020551125,0.014579097,-0.010140704,-0.01759711,0.0049055866,-0.009658707,0.0054786904,-0.013920421,-0.0028779106,0.0007465261,-0.0016704932,0.0036893277,1.2086598,-0.012751674,0.0132616665,0.010634956,0.95943797,0.0013455895,0.0012306314,0.013443589,0.0027776966
N2624,-0.012214863,-0.004250859,0.0070096697,-0.00405524,0.0067513394,0.018521052,0.009312184,-0.010605233,0.020241031,0.0071175215,0.00881695,-0.023507131,-0.01423155,0.003648657,0.0015837483,0.00044888258,0.000468068,-0.0055261664,0.012238596,-0.0007283567,-0.5267742,0.0064657684,-0.005844179,0.01780431,0.012547429,-0.00030975958,0.0024842904,-0.48307645,-0.022096816,0.008740623,0.02781764,0.005077684,-0.013689902,0.013028776,-0.0042627538,0.012085929,-0.015104212,-0.023672514,0.013814951,0.009236425,0.014961868,0.014779965,0.009519835,-0.020906983,0.020556912,-0.0051956894,0.002982862,0.010511648,-0.005259162,0.0025472245,-0.018627137,0.0011589326,0.00902044,0.0035299035,-0.009997601,0.32509595,-0.034011662,0.01332917,0.015117212,-0.41763985,-0.0036160029,-0.013197795,0.016119368,0.01468811
N4881,0.009847812,-0.013672842,0.0130605595,0.0014217315,-0.0040127453,-0.002214721,-0.012250765,-0.011576089,0.021176355,-0.005966098,0.024526993,-0.00328163,0.019320434,0.01012607,0.0068877903,0.012815431,0.0027591677,-0.017114868,0.0075608827,-0.011837432,-3.5751774,0.0001449661,0.0025690575,-0.012783876,0.015473077,0.006644709,-0.014964388,-1.8136125,-0.022141712,-0.01136743,0.0066503305,0.0052445116,-0.0017430928,0.010461235,0.008617436,-0.0017557755,0.0018721527,-0.009583104,0.009443458,0.008529043,-0.0147818,0.007853532,-0.008625145,-0.027942708,0.040016577,-0.010884048,-0.014943582,0.0068465094,-0.0052134143,0.0013861227,-0.021019582,-0.012753186,0.015787093,0.009667655,-0.008116276,-1.8458006,-0.024220435,0.015846414,-0.0052936077,0.7157488,-0.0027886613,-0.015034025,0.0072428426,-0.0062648333
N1907,-0.006752501,-0.00030370458,0.010359951,-0.006268192,0.00080583256,0.011271996,0.013396145,-0.015949003,0.010735468,-0.0057709715,0.010248447,-0.012040955,-0.00480827,0.0028769432,0.001486126,0.0027991517,8.870725e-05,-0.005144103,0.0060681077,-0.0041736756,-0.2398593,0.011524217,0.0015017762,0.010367903,0.002262894,0.0038945326,-0.004621354,0.4072774,-0.0069863955,0.0051329606,0.024889058,-0.00042157233,-0.0041869734,0.008504362,-0.003765225,0.0131359855,-0.009264288,-0.006300547,0.0095480615,7.8888925e-06,0.007734843,0.00814559,-0.00090408395,-0.012527025,0.0076307524,-0.002658062,-0.0019771843,-0.00042545676,-9.656221e-05,-0.010152209,-0.010172969,0.003529173,0.002007096,-8.0354854e-05,0.0029707686,-0.08927983,-0.033630926,0.0063167517,0.012860879,-0.11173867,-0.00256499,-0.006566751,0.016920205,0.01694787
N4630,-0.0039103553,-0.009423844,-0.0038225378,-0.0009471095,0.0046512415,0.006540695,-0.0013723173,-0.013771409,0.011674482,0.0057486687,-0.004999451,0.0026398147,-0.001376383,0.011719857,0.0051544905,-0.0014622717,-0.0016594359,-0.0020573828,0.0054090573,0.0027159785,-0.749663,0.016638959,-0.006062875,0.0021736622,-0.013614042,0.006564496,0.0015849218,0.4719226,-0.024511198,-0.0081994785,-0.00492857,0.009162978,-0.015729854,-0.020419424,-0.0027460544,-0.012068907,-0.0013555732,-0.0034545793,0.0025174485,0.024959648,0.015681505,0.0027303845,0.008638571,-0.014987613,0.019877443,0.012128571,-0.002755911,-0.002816734,0.010236399,0.008623142,0.0085021695,-0.019737853,0.012739694,-0.0028755132,-0.023697881,1.8253021,-0.01319407,0.0017924113,0.0059123095,2.1991684,-0.00081032916,-0.0065462543,0.007228875,-0.0065993364
N3836,0.008060986,-0.036401764,0.0025379977,-0.005029343,0.007990458,-0.0025120333,-0.002109085,-0.0060683805,0.02606709,0.040204097,-0.011512383,0.008809515,-0.0025091106,0.0075760107,-0.006696592,0.033694424,0.005342324,-0.005430265,0.010114971,-0.029252823,2.8605616,0.021502662,-0.019656066,0.008458664,0.020678649,0.03234324,-0.019084865,-1.2493949,-0.022473715,-0.006510397,-0.0072607044,0.010544782,-0.010419978,0.018654326,-0.026666712,-0.0129138185,-0.033579,-0.010035692,-0.01534473,0.0015462219,0.008560416,0.027776212,-0.0030202137,-0.03373409,0.03650467,-0.02023079,-0.020200245,0.034049228,-0.0077785593,0.001713734,-0.0035945233,-0.017886661,0.013326121,0.0043169567,0.014917495,1.621087,0.006153496,0.03409042,-0.015404087,0.3619049,0.017986787,-0.009868072,0.005022828,-0.01708663
N3721,0.0070261057,-0.036212754,0.003449486,-0.0054385816,0.008617772,-0.0032389336,-0.0036914304,-0.0051287124,0.026807731,0.04060139,-0.0129729565,0.010603079,-0.0019032975,0.0077358135,-0.0075775185,0.032810375,0.006773602,-0.0053676805,0.009624775,-0.02943294,2.9158862,0.022049652,-0.019381834,0.008010462,0.01986793,0.03315726,-0.018431006,-1.2350659,-0.023315195,-0.00610302,-0.0079759415,0.011224921,-0.009748104,0.017729236,-0.027424974,-0.01421374,-0.03376605,-0.009924451,-0.016937517,0.0012723231,0.009647191,0.026930451,-0.002236509,-0.033541553,0.035358813,-0.019800477,-0.020690069,0.033844307,-0.0074141715,0.0024090826,-0.0047408985,-0.0178406,0.013693923,0.0051410045,0.015116232,1.7070094,0.0073456955,0.032449637,-0.014753405,0.39614785,0.01866884,-0.008308251,0.0054246765,-0.017584613
N2798,0.0054713003,-0.030285086,0.0017082941,-0.0043742866,0.014610293,-0.0044246884,-0.005686075,0.000524167,0.024730232,0.04072942,-0.022982242,0.012219825,-0.007982311,0.011084876,-0.008295682,0.03283461,0.015219708,-0.0035107571,0.00881212,-0.03381843,2.9255955,0.022464862,-0.021095455,0.0046875365,0.014989269,0.032296434,-0.01704315,-1.3823888,-0.018989962,-0.0011744599,-0.009931658,0.010874546,-0.0054347636,0.018850131,-0.025613485,-0.014297176,-0.03381252,-0.009843388,-0.024760071,0.005553681,0.009716699,0.031171314,-0.0036312744,-0.035571966,0.033246197,-0.015499603,-0.017348379,0.031359762,-0.0053231707,0.010743292,-0.0007025319,-0.015246287,0.011627998,0.0042159064,0.012944547,1.9216907,0.010522656,0.027359646,-0.0084554255,0.45148012,0.021410706,-5.9892176e-05,0.005021824,-0.013972963
N2612,-0.0070848465,-0.011358171,0.0072523993,-0.0024617764,-0.0020017216,0.011773596,0.0060085147,-0.020067126,0.015275437,-0.008045939,0.014591405,-0.019651836,-0.0104676895,0.0027555914,-0.0048184986,0.009323195,-0.002376017,-0.016522992,-0.0009404465,-0.008790532,-1.027703,0.009786087,-0.0017871511,0.009295938,0.014433463,0.00885411,-0.010328257,-1.6076635,-0.0141917635,0.011494359,0.021222029,0.002016314,-0.0009944113,0.020170651,0.000109303786,0.018465744,-0.010941436,-0.0101069445,0.021865496,0.00025468142,-0.007096178,0.018780753,-0.001013287,-0.020163886,0.014364919,-0.018065928,-0.016610606,0.00061389967,-0.011330971,-0.0036872854,-0.01790219,-0.00022382522,0.0019421364,0.0034159555,0.0026073025,-0.8691544,-0.030894682,0.01839224,0.013661141,0.18420996,-0.007940593,-0.0034509138,0.014528429,0.014753382
N4289,0.008240183,-0.0037596056,-0.0014939911,-0.007929957,-0.0056672846,0.0126009565,0.00616206,-0.005137859,0.0022384683,-0.010827332,-0.0040786588,0.0072085448,-0.002151458,0.01545522,-0.005110091,-0.001990936,-0.0060898773,-0.018905217,0.012913943,-0.004552556,-2.565417,-0.0034440327,-0.002444081,0.006826414,-0.0059569934,0.0021248846,-0.012574536,-1.7912865,-0.003797799,0.0060383417,0.006637312,-0.0031302874,0.0040667583,0.015946303,0.013711209,0.013247591,0.00039542004,0.00076025556,0.025133211,0.0001440449,-0.001731173,-0.002228143,-0.0013209748,-0.010959746,0.0063900556,0.0046894434,-0.013964472,0.0065106507,-0.0019604573,0.008560369,-0.009715965,-0.01991999,0.0094157485,0.0008106268,-0.01306311,0.6618421,-0.0130835185,-0.0021803933,0.0018573698,1.3664238,-0.012041358,-0.002492341,0.013695603,0.0048371097
N93,0.003681417,-0.02515183,0.0010679809,-0.0025659609,0.015194613,0.0026254398,-0.003753094,-0.0009945913,0.024629144,0.03501777,-0.013572355,0.0006547394,-0.013847768,0.0070063984,-0.005958613,0.029284602,0.012205504,-0.005135782,0.01016509,-0.028106526,2.3155518,0.015131486,-0.017094301,0.0083937,0.019793881,0.028369498,-0.013030505,-1.128827,-0.021016095,0.00018752004,0.0007752713,0.009765654,-0.010555636,0.023382386,-0.02456849,-0.009691906,-0.030971127,-0.011977903,-0.0125990305,0.0068661734,0.010903361,0.030738445,-0.00051640935,-0.031167913,0.03620431,-0.0162099,-0.013192167,0.028638171,-0.0060829204,0.010855955,-0.004540249,-0.012211889,0.011350821,0.0065429504,0.008747757,1.3281456,-0.0048835473,0.02861361,-0.0070296973,-0.10003195,0.016551655,-0.0051942985,0.008163791,-0.001992395
N3270,0.0053956266,-0.03819612,0.0029295813,-0.005583568,0.007364307,-0.003128558,-0.0058913035,-0.0076076095,0.029603107,0.0369302,-0.012836486,0.00943958,-0.00048615917,0.0072267125,-0.0090306625,0.0315014,0.0065235305,-0.007297902,0.006437596,-0.03060359,2.8574362,0.022548892,-0.01869843,0.011477681,0.018686872,0.033041455,-0.018253129,-1.3056659,-0.027043972,-0.0036665741,-0.0051034046,0.012070885,-0.008549473,0.017524296,-0.02573849,-0.0129068,-0.03283263,-0.009334284,-0.011849801,-0.00047255165,0.011087608,0.025413632,-0.0013174278,-0.03325188,0.03469417,-0.021446116,-0.02433198,0.032305352,-0.008871889,0.0012990572,-0.008630773,-0.018118432,0.014327918,0.007379401,0.01550252,1.6941035,0.0047765975,0.031326234,-0.0147597,0.51208156,0.016027035,-0.0063839583,0.008960004,-0.01858086
N3492,-0.0011246481,-0.011832638,-0.0036046505,-0.0074458136,-0.006806123,0.01702178,0.004709841,-0.012467929,0.00856851,-0.0134008955,-0.00065886165,-0.0026601416,-0.0032025995,0.012585136,-0.0053015593,-0.0009327995,-0.00574503,-0.020439118,0.008671796,-0.0038313528,-2.1665592,-0.004134249,-0.002731305,0.013395057,-0.0060628024,0.002101262,-0.011227103,-1.5590926,-0.008876578,0.012169572,0.01687168,-0.00028190654,0.0003977548,0.011784581,0.0039330265,0.01677461,-0.005137279,0.0046380227,0.03176455,0.0019456149,0.0009304522,0.00237778,0.001452824,-0.011091919,0.010512566,0.0036180501,-0.017466484,0.0022024903,-0.0046877405,0.0060435254,-0.01539709,-0.015558514,0.01026152,0.005164399,-0.011012448,0.53323567,-0.020069785,-0.0028602122,0.0059621697,1.3278334,-0.016988778,-0.0018380147,0.020178033,0.0065636286
