SequenceName	ClusterNumber
N3930	11
N3491	11
N2036	11
N2012	11
N1983	11
N1233	11
N3163	11
N1410	11
N3444	11
N736	11
N652	11
N4069	11
N1923	11
N3504	11
N3626	11
N4449	11
N4404	11
N4501	11
N4260	11
N4691	11
N3754	11
N4763	11
N3014	11
N888	11
N554	11
N4639	11
N3273	11
N4523	11
N177	11
N1294	11
N406	11
N3667	11
N1970	11
N2776	11
N309	11
N2087	11
N912	11
N2879	11
N4006	11
N1542	11
N2920	11
N3012	11
N4355	11
N2295	11
N4872	11
N3494	11
N4876	11
N2473	11
N132	11
N3887	11
N2346	11
N3049	11
N3300	11
N4657	11
N3669	11
N1787	11
N4031	11
N2780	11
N39	11
N4682	11
N3745	11
N2511	11
N4799	11
N4426	11
N2811	11
N871	11
N3368	11
N3056	11
N1890	11
N866	11
N3972	11
N1293	11
N3160	11
N3621	11
N1216	11
N4938	11
N3441	11
N4195	11
N3689	11
N3776	11
N2839	11
N2035	11
N1976	11
N248	11
N4326	11
N3682	11
N59	11
N1632	11
N926	11
N4306	11
N1513	11
N3039	11
N8	11
N2218	11
N155	11
N733	11
N280	11
N833	11
N4299	11
N3664	11
N1431	11
N2447	11
N953	11
N1757	11
N3246	11
N2513	11
N2930	11
N2964	11
N1551	11
N3077	11
N1996	11
N1710	11
N4940	11
N518	11
N722	11
N379	11
N3342	11
N3443	11
N4651	11
N4412	11
N2448	11
N2118	11
N4705	11
N2670	11
N2016	11
N2141	11
N868	11
N3167	11
N3176	11
N2567	11
N3180	11
N2722	11
N1214	11
N228	11
N4728	11
N3842	11
N1021	11
N2032	11
N2993	11
N421	11
N3710	11
N3828	11
N4179	11
N3757	11
N489	11
N2598	11
N3920	11
N3370	11
N2308	11
N3071	11
N2315	11
N3714	11
N3107	11
N4410	11
N1789	11
N4907	11
N3782	11
N4175	11
N2960	11
N4976	11
N4120	11
N4061	11
N4632	11
N254	11
N2223	11
N2788	11
N1523	11
N865	11
N1396	11
N628	11
N2453	11
N3332	11
N4988	11
N630	11
N2216	11
N1888	11
N4018	11
N1939	11
N3299	11
N1524	11
N517	11
N1669	11
N1367	11
N1766	11
N1375	11
N3292	11
N2926	11
N1785	11
N4986	11
N3147	11
N541	11
N3192	11
N3215	11
N3255	11
N3184	11
N851	11
N104	11
N3941	11
N2322	11
N1189	11
N4583	11
N648	11
N3413	11
N13	11
N4680	11
N3139	11
N4117	11
N339	11
N3263	11
N1384	11
N347	11
N1187	11
N2500	11
N2991	11
N2685	11
N2303	11
N606	11
N4237	11
N2550	11
N1839	11
N1608	11
N2791	11
N2705	11
N1729	11
N4007	11
N3281	11
N3151	11
N4084	11
N3218	11
N3030	11
N3382	11
N3099	11
N1525	11
N2394	11
N4766	11
N1947	11
N3103	11
N3720	11
N2736	11
N4698	11
N4565	11
N2751	11
N2900	11
N907	11
N3989	11
N163	11
N3727	11
N2756	11
N4723	11
N4104	11
N1537	11
N4874	11
N2686	11
N2428	11
N3459	11
N3320	11
N3460	11
N3694	11
N1349	11
N3771	11
N3027	11
N4721	11
N4148	11
N4116	11
N1568	11
N2963	11
N959	11
N607	11
N3616	11
N4742	11
N2601	11
N1188	11
N4727	11
N4313	11
N4030	11
N3124	11
N4372	11
N1993	11
N3613	11
N2390	11
N1365	11
N3347	11
N2452	11
N4113	11
N1770	11
N3073	11
N2335	11
N2065	11
N474	11
N224	11
N4102	11
N1143	11
N2694	11
N4833	11
N4335	11
N1518	11
N828	11
N178	11
N4431	11
N367	11
N3544	11
N2143	11
N3120	11
N399	11
N3697	11
N2066	11
N4882	11
N440	11
N319	11
N2895	11
N1685	11
N1624	11
N2260	11
N2468	11
N720	11
N1927	11
N2514	11
N784	11
N4042	11
N823	11
N3712	11
N564	11
N2750	11
N834	11
N3021	11
N3035	11
N860	11
N1317	11
N4087	11
N2821	11
N1506	11
N848	11
N3429	11
N936	11
N192	11
N2422	11
N1514	11
N356	11
N2366	11
N4348	11
N2028	11
N318	11
N4908	11
N4411	11
N1082	11
N3769	11
N194	11
N3101	11
N4400	11
N3128	11
N1756	11
N810	11
N4917	11
N3895	11
N2950	11
N821	11
N1441	11
N3371	11
N4749	11
N542	11
N2409	11
N4835	11
N2695	11
N1413	11
N2030	11
N2888	11
N3355	11
N3533	11
N2398	11
N4994	11
N3932	11
N3862	11
N3275	11
N1882	11
N3222	11
N2643	11
N3174	11
N3531	11
N883	11
N397	11
N2899	11
N2463	11
N279	11
N1938	11
N1222	11
N2062	11
N1177	11
N4276	11
N2384	11
N2975	11
N2894	11
N3032	11
N863	11
N4424	11
N2222	11
N2650	11
N235	11
N88	11
N4373	11
N2103	11
N3875	11
N203	11
N743	11
N405	11
N1102	11
N4541	11
N3806	11
N4996	11
N1146	11
N2841	11
N1748	11
N4366	11
N4394	11
N1120	11
N42	11
N4750	11
N1660	11
N3369	11
N2324	11
N837	11
N2820	11
N675	11
N3520	11
N1578	11
N4388	11
N4115	11
N3267	11
N10	11
N2874	11
N4094	11
N3052	11
N2004	11
N3537	11
N167	11
N185	11
N4071	11
N2127	11
N3419	11
N2010	11
N4158	11
N2748	11
N4751	11
N4473	11
N2952	11
N2171	11
N4544	11
N2730	11
N346	11
N2859	11
N3767	11
N4824	11
N933	11
N3235	11
N2639	11
N4783	11
N3194	11
N3511	11
N4151	11
N419	11
N4425	11
N1813	11
N600	11
N3065	11
N3700	11
N1979	11
N3673	11
N979	11
N2972	11
N3926	11
N499	11
N1738	11
N3394	11
N1439	11
N3341	11
N2647	11
N3043	11
N1949	11
N664	11
N4574	11
N371	11
N29	11
N3525	11
N3898	11
N4103	11
N2401	11
N323	11
N2344	11
N4732	11
N433	11
N450	11
N126	11
N4884	11
N2286	11
N4231	11
N3665	11
N1346	11
N2770	11
N4251	11
N4941	11
N4066	11
N2834	11
N2491	11
N3894	11
N1350	11
N1303	11
N2368	11
N2107	11
N667	11
N3231	11
N1932	11
N4756	11
N3904	11
N1022	11
N35	11
N4170	11
N3793	11
N1259	11
N1895	11
N1312	11
N146	11
N4304	11
N4241	11
N3353	11
N2050	11
N4409	11
N4378	11
N660	11
N1517	11
N352	11
N846	11
N3185	11
N2889	11
N1809	11
N2057	11
N3970	11
N2189	11
N1019	11
N3519	11
N3115	11
N2279	11
N4190	11
N1583	11
N2253	11
N4665	11
N1944	11
N964	11
N511	11
N1889	11
N565	11
N1708	11
N2278	11
N2982	11
N2765	11
N1811	11
N497	11
N746	11
N4098	11
N3935	11
N3578	11
N2378	11
N3213	11
N4035	11
N4228	11
N300	11
N3994	11
N3145	11
N1122	11
N993	11
N3659	11
N2231	11
N1449	11
N3911	11
N2113	11
N331	11
N2156	11
N1977	11
N2592	11
N237	11
N3709	11
N1957	11
N1156	11
N4853	11
N456	11
N2056	11
N3003	11
N2634	11
N2063	11
N4009	11
N4722	11
N1179	11
N906	11
N952	11
N1329	11
N1037	11
N1653	11
N1098	11
N2752	11
N2436	11
N3264	11
N27	11
N812	11
N4531	11
N4498	11
N4485	11
N2953	11
N1400	11
N1686	11
N1462	11
N1220	11
N1097	11
N2220	11
N1515	11
N4690	11
N3450	11
N4019	11
N289	11
N3518	11
N1038	11
N723	11
N1474	11
N2852	11
N2405	11
N1528	11
N50	11
N3239	11
N1574	11
N3238	11
N3814	11
N4456	11
N2082	11
N3191	11
N1547	11
N4160	11
N3565	11
N3409	11
N1063	11
N2251	11
N1328	11
N3929	11
N1264	11
N4360	11
N2138	11
N3373	11
N244	11
N4346	11
N4417	11
N4252	11
N3285	11
N1556	11
N1337	11
N3161	11
N197	11
N1313	11
N3553	11
N4005	11
N153	11
N2553	11
N1988	11
N924	11
N3082	11
N3554	11
N2413	11
N4667	11
N1818	11
N175	11
N3638	11
N2313	11
N3526	11
N3953	11
N1509	11
N2097	11
N3575	11
N285	11
N4182	11
N1645	11
N1670	11
N191	11
N263	11
N4140	11
N3703	11
N2738	11
N3606	11
N3507	11
N2714	11
N3605	11
N1406	11
N836	11
N1625	11
N3583	11
N4108	11
N3645	11
N3122	11
N2681	11
N3287	11
N4296	11
N3861	11
N4550	11
N327	11
N1335	11
N4860	11
N4147	11
N1106	11
N3451	11
N2498	11
N2937	11
N1916	11
N2847	11
N704	11
N3325	11
N1605	11
N1485	11
N650	11
N4219	11
N3740	11
N2672	11
N2502	11
N4738	11
N2679	11
N2678	11
N4561	11
N16	11
N3603	11
N1885	11
N3018	11
N1973	11
N1369	11
N4479	11
N2227	11
N919	11
N2289	11
N4450	11
N2294	11
N2790	11
N677	11
N983	11
N2662	11
N4810	11
N3360	11
N2188	11
N3826	11
N3274	11
N123	11
N2479	11
N510	11
N3967	11
N523	11
N2510	11
N503	11
N3456	11
N3336	11
N1593	11
N4625	11
N1388	11
N749	11
N1071	11
N2515	11
N1221	11
N4309	11
N4481	11
N1814	11
N2119	11
N734	11
N4877	11
N4562	11
N4325	11
N1318	11
N45	11
N2464	11
N2213	11
N2259	11
N3635	11
N1698	11
N4591	11
N2942	11
N2490	11
N612	11
N1163	11
N2783	11
N3143	11
N2569	11
N4572	11
N4891	11
N2715	11
N3109	11
N3660	11
N2365	11
N3338	11
N590	11
N950	11
N1414	11
N4889	11
N2866	11
N4539	11
N3772	11
N131	11
N1646	11
N91	11
N946	11
N188	11
N1643	11
N832	11
N115	11
N2721	11
N4040	11
N656	11
N2229	11
N2555	11
N2207	11
N1079	11
N4239	11
N4328	11
N3367	11
N2587	11
N4837	11
N2149	11
N1631	11
N2358	11
N166	11
N4350	11
N3687	11
N4201	11
N3278	11
N277	11
N3658	11
N2354	11
N423	11
N3732	11
N2232	11
N1175	11
N2297	11
N3883	11
N785	11
N2609	11
N1758	11
N4439	11
N2314	11
N703	11
N1657	11
N2649	11
N1111	11
N579	11
N2154	11
N748	11
N2411	11
N1808	11
N4643	11
N2757	11
N3158	11
N4216	11
N3236	11
N1652	11
N1921	11
N4483	11
N1363	11
N3555	11
N3455	11
N2137	11
N4576	11
N561	11
N2631	11
N918	11
N3837	11
N1124	11
N3699	11
N4971	11
N2885	11
N57	11
N2408	11
N513	11
N768	11
N4340	11
N4661	11
N1504	11
N4888	11
N2058	11
N171	11
N4713	11
N3691	11
N305	11
N3677	11
N1169	11
N887	11
N2825	11
N1830	11
N33	11
N116	11
N2376	11
N2836	11
N1558	11
N3388	11
N3000	11
N1041	11
N2606	11
N270	11
N741	11
N2711	11
N2022	11
N111	11
N3987	11
N418	11
N119	11
N2775	11
N4492	11
N1464	11
N1589	11
N3696	11
N364	11
N2912	11
N272	11
N1166	11
N4560	11
N4484	11
N1833	11
N2948	11
N2594	11
N4192	11
N1090	11
N2744	11
N2618	11
N34	11
N31	11
N3582	11
N2586	11
N3454	11
N1682	11
N4010	11
N1288	11
N4870	11
N210	11
N3085	11
N1703	11
N4146	11
N1454	11
N908	11
N629	11
N3652	11
N716	11
N3977	11
N2615	11
N4393	11
N1344	11
N2341	11
N3901	11
N2327	11
N3136	11
N4271	11
N4613	11
N1477	11
N4076	11
N2630	11
N3083	11
N899	11
N751	11
N2583	11
N4072	11
N4293	11
N2692	11
N4188	11
N505	11
N4505	11
N1661	11
N1034	11
N3311	11
N3189	11
N872	11
N53	11
N776	11
N2787	11
N302	11
N4039	11
N2682	11
N1700	11
N1284	11
N1345	11
N4428	11
N2362	11
N3796	11
N1347	11
N4600	11
N1497	11
N4794	11
N3253	11
N4444	11
N1962	11
N2172	11
N1549	11
N114	11
N4384	11
N1209	11
N136	11
N3403	11
N1666	11
N3051	11
N21	11
N1374	11
N1168	11
N3571	11
N1771	11
N3681	11
N2785	11
N2556	11
N3959	11
N3037	11
N2893	11
N2243	11
N211	11
N1752	11
N643	11
N141	11
N4610	11
N881	11
N3731	11
N1112	11
N657	11
N1966	11
N2754	11
N2862	11
N1017	11
N2945	11
N1086	11
N3961	11
N18	11
N4209	11
N1812	11
N264	11
N1989	11
N4978	11
N1433	11
N3656	11
N3509	11
N2637	11
N4618	11
N477	11
N4469	11
N2410	11
N2588	11
N1904	11
N4198	11
N32	11
N2901	11
N1507	11
N2177	11
N2309	11
N1858	11
N1273	11
N4827	11
N4338	11
N1510	11
N1470	11
N2504	11
N1280	11
N258	11
N65	11
N4838	11
N1915	11
N3648	11
N788	11
N2625	11
N3600	11
N3310	11
N1036	11
N4359	11
N4294	11
N1184	11
N4702	11
N30	11
N4964	11
N4871	11
N2936	11
N2709	11
N2440	11
N2083	11
N1360	11
N1432	11
N3690	11
N4673	11
N2812	11
N1849	11
N4383	11
N3187	11
N2385	11
N4817	11
N3988	11
N2009	11
N2560	11
N3501	11
N975	11
N4464	11
N1226	11
N4700	11
N3044	11
N1265	11
N1697	11
N1409	11
N63	11
N3728	11
N1641	11
N2943	11
N2755	11
N1975	11
N2800	11
N4423	11
N512	11
N4609	11
N3330	11
N3879	11
N1847	11
N4091	11
N4129	11
N1393	11
N3050	11
N1919	11
N1250	11
N1258	11
N4509	11
N1667	11
N2114	11
N1894	11
N3716	11
N2804	11
N2382	11
N2427	11
N458	11
N2999	11
N1872	11
N186	11
N1057	11
N781	11
N2001	11
N2725	11
N2406	11
N4965	11
N4845	11
N2531	11
N3872	11
N867	11
N2174	11
N431	11
N2540	11
N3211	11
N4101	11
N4823	11
N3334	11
N886	11
N2532	11
N1282	11
N4991	11
N1747	11
N2441	11
N1008	11
N3580	11
N1995	11
N4563	11
N3919	11
N3713	11
N3200	11
N2489	11
N4250	11
N3564	11
N1716	11
N4165	11
N3966	11
N1366	11
N1486	11
N3177	11
N3396	11
N530	11
N2317	11
N1272	11
N1162	11
N439	11
N1610	11
N3874	11
N1088	11
N4059	11
N501	11
N4075	11
N2890	11
N3410	11
N60	11
N324	11
N312	11
N99	11
N1283	11
N4435	11
N3614	11
N4442	11
N3841	11
N3783	11
N2106	11
N1207	11
N3461	11
N2086	11
N2896	11
N2225	11
N1731	11
N3205	11
N2911	11
N4842	11
N2667	11
N3877	11
N2091	11
N4894	11
N853	11
N2055	11
N1687	11
N1149	11
N4351	11
N3430	11
N4318	11
N3022	11
N1418	11
N4097	11
N3706	11
N4433	11
N120	11
N2924	11
N372	11
N2111	11
N626	11
N3407	11
N3196	11
N383	11
N1115	11
N854	11
N3435	11
N858	11
N3957	11
N3680	11
N4432	11
N1913	11
N2079	11
N3118	11
N4225	11
N2642	11
N2622	11
N4973	11
N4064	11
N1287	11
N250	11
N1540	11
N4080	11
N4580	11
N818	11
N214	11
N3416	11
N2703	11
N7	11
N2933	11
N3081	11
N3152	11
N4517	11
N4232	11
N4315	11
N1101	11
N3080	11
N4453	11
N3785	11
N3790	11
N4353	11
N2244	11
N1990	11
N3482	11
N1412	11
N3657	11
N148	11
N4364	11
N4205	11
N1136	11
N642	11
N4922	11
N4760	11
N4421	11
N2892	11
N3737	11
N2493	11
N2027	11
N417	11
N641	11
N20	11
N4284	11
N3019	11
N532	11
N3078	11
N14	11
N4589	11
N2617	11
N1943	11
N1819	11
N4679	11
N269	11
N2548	11
N1546	11
N129	11
N3569	11
N1502	11
N1377	11
N4970	11
N2247	11
N2481	11
N3363	11
N1640	11
N3611	11
N3445	11
N3358	11
N2343	11
N1397	11
N320	11
N634	11
N413	11
N4200	11
N970	11
N622	11
N64	11
N385	11
N278	11
N627	11
N1902	11
N525	11
N980	11
N1695	11
N4792	11
N2332	11
N1623	11
N2870	11
N128	11
N3414	11
N4559	11
N3768	11
N3280	11
N1725	11
N2851	11
N2768	11
N4958	11
N4157	11
N1242	11
N4452	11
N1340	11
N2732	11
N1961	11
N2986	11
N1404	11
N2347	11
N140	11
N698	11
N3914	11
N3168	11
N713	11
N1754	11
N3315	11
N4152	11
N2462	11
N4420	11
N4646	11
N2110	11
N4637	11
N2070	11
N3819	11
N2478	11
N3807	11
N2239	11
N1316	11
N1952	11
N3424	11
N2873	11
N1751	11
N3040	11
N3627	11
N217	11
N2304	11
N2404	11
N2355	11
N3729	11
N3046	11
N4961	11
N2508	11
N3490	11
N3471	11
N4292	11
N614	11
N2183	11
N4405	11
N3361	11
N1223	11
N3329	11
N4586	11
N2496	11
N2067	11
N2621	11
N3276	11
N840	11
N1104	11
N715	11
N3164	11
N2758	11
N1121	11
N1456	11
N496	11
N3137	11
N3865	11
N1447	11
N670	11
N4506	11
N4270	11
N841	11
N2995	11
N2212	11
N251	11
N2539	11
N3670	11
N3985	11
N1530	11
N3106	11
N2547	11
N4185	11
N992	11
N1522	11
N52	11
N4202	11
N2976	11
N4343	11
N283	11
N301	11
N1744	11
N1135	11
N4176	11
N4694	11
N1193	11
N1999	11
N1614	11
N3570	11
N3992	11
N2645	11
N3892	11
N1140	11
N2545	11
N253	11
N2419	11
N3086	11
N3996	11
N1145	11
N2554	11
N1782	11
N4652	11
N2258	11
N429	11
N4052	11
N3857	11
N1552	11
N388	11
N4566	11
N3322	11
N1613	11
N4725	11
N2180	12
N1496	12
N441	12
N2417	12
N659	12
N2680	12
N956	12
N1883	12
N1237	12
N520	12
N2989	12
N1659	12
N4606	12
N2421	12
N3098	12
N51	12
N4558	12
N3559	12
N4901	12
N859	12
N4974	12
N220	12
N4704	12
N3023	12
N3100	12
N2007	12
N402	12
N3386	12
N2612	12
N2764	12
N1838	12
N4960	12
N767	12
N4264	12
N2706	12
N4804	12
N4755	12
N482	12
N2377	12
N2069	12
N70	12
N3952	12
N1795	12
N1422	12
N811	12
N3976	12
N4243	12
N4028	12
N1354	12
N4106	12
N3803	12
N4199	12
N2215	12
N2430	12
N927	12
N1131	12
N4935	12
N2389	12
N4790	12
N1457	12
N4774	12
N3886	12
N2109	12
N2008	12
N2701	12
N4809	12
N613	12
N4598	12
N1114	12
N4753	12
N1471	12
N3955	12
N4376	12
N4083	12
N618	12
N3183	12
N1878	12
N4141	12
N112	12
N4543	12
N3337	12
N2884	12
N2029	13
N771	13
N2769	13
N761	13
N1843	13
N1300	13
N4447	13
N880	13
N3175	13
N786	13
N2018	13
N3598	13
N790	13
N1452	13
N755	13
N4012	13
N1936	13
N1235	13
N4937	13
N445	13
N2654	13
N580	13
N1941	13
N58	13
N4569	13
N1206	13
N4641	13
N3321	13
N3270	13
N3964	13
N4262	13
N2307	13
N750	13
N209	13
N4688	13
N478	13
N2043	13
N2019	13
N1330	13
N4194	13
N1481	13
N3024	13
N1133	13
N4511	13
N545	13
N4020	13
N1891	13
N930	13
N1030	13
N4693	13
N473	13
N4683	13
N4666	13
N1005	13
N2519	13
N4735	13
N2270	13
N3622	13
N4323	13
N2734	13
N2574	13
N84	13
N3227	13
N4668	13
N3374	13
N4545	13
N2512	13
N4527	13
N681	13
N1845	13
N3232	13
N1765	13
N2707	13
N981	13
N1469	13
N1200	13
N2843	13
N1822	13
N1285	13
N1194	13
N2985	13
N234	13
N2126	13
N4047	13
N3702	13
N3434	13
N1461	13
N1495	13
N485	13
N4119	13
N4308	13
N4227	13
N396	13
N3848	13
N410	13
N3882	13
N4832	13
N345	13
N4273	13
N2235	13
N911	13
N1681	13
N2176	13
N493	13
N4614	13
N1467	13
N4692	13
N2632	13
N3870	13
N3770	13
N3897	13
N687	13
N2593	13
N1171	13
N47	13
N2801	13
N393	13
N256	13
N4564	13
N3640	13
N3597	13
N2499	13
N1323	13
N2485	13
N2071	13
N4656	13
N3766	13
N2968	13
N2255	13
N3859	13
N2947	13
N1620	13
N3318	13
N2264	13
N3521	13
N1512	13
N4768	13
N2364	13
N3060	13
N4708	13
N2961	13
N4303	13
N2544	13
N4255	13
N225	13
N2887	13
N240	13
N2867	13
N380	13
N3551	13
N692	13
N4590	13
N895	13
N4130	13
N3618	13
N4443	13
N822	13
N4537	13
N2958	13
N982	14
N334	14
N4436	14
N3242	14
N672	14
N162	14
N1912	14
N1816	14
N2998	14
N852	14
N4699	14
N213	14
N2269	14
N894	14
N4805	14
N2423	14
N4438	14
N1823	14
N3303	14
N1560	14
N3849	14
N2749	14
N118	14
N1245	14
N4173	14
N2969	14
N377	14
N4811	14
N4181	14
N3186	14
N4862	14
N2934	14
N3420	14
N3643	14
N2267	14
N2412	14
N725	14
N1211	14
N4762	14
N1192	14
N1460	14
N2674	14
N558	14
N322	14
N4906	14
N1505	14
N1499	14
N4203	14
N292	14
N437	14
N4963	14
N2299	14
N3383	14
N591	14
N4327	14
N3795	14
N1355	14
N172	14
N4701	14
N4547	14
N508	14
N4297	14
N5	14
N777	14
N3840	14
N113	14
N708	14
N4796	14
N4067	14
N4145	14
N2285	14
N169	14
N2350	14
N976	14
N3226	14
N1664	14
N3884	14
N1420	14
N2806	14
N2282	14
N4993	14
N2935	14
N1864	14
N1468	15
N548	15
N2418	15
N296	15
N2125	15
N549	15
N3831	15
N1040	15
N625	15
N1790	15
N594	15
N4726	15
N4904	15
N2668	15
N1419	15
N3532	15
N2501	15
N2393	15
N4454	15
N1445	15
N4171	15
N1555	15
N2720	15
N2582	15
N2450	15
N1726	15
N3045	15
N4731	15
N1338	15
N3522	15
N2150	15
N4730	15
N1859	15
N4596	15
N3639	15
N4189	15
N3937	15
N4950	15
N1050	15
N479	15
N4800	15
N4608	15
N4224	15
N717	15
N36	15
N476	15
N4377	15
N403	15
N117	15
N3628	15
N1805	15
N4086	15
N2047	15
N3356	15
N3312	15
N847	15
N4358	15
N1024	15
N4820	15
N4581	15
N738	15
N1905	15
N189	15
N4363	15
N621	15
N509	15
N2877	15
N658	15
N4926	15
N595	15
N3924	15
N3271	15
N1025	15
N3302	15
N1000	15
N3847	15
N1141	15
N1680	15
N3595	15
N4434	15
N490	15
N2818	15
N2342	15
N4043	15
N2717	15
N2049	15
N4467	15
N4638	15
N3931	15
N1321	15
N547	15
N778	15
N3448	15
N1150	15
N1357	15
N4830	15
N4441	15
N632	15
N3422	15
N1903	15
N37	15
N4549	15
N3632	15
N3233	15
N1563	15
N2638	15
N4630	15
N41	15
N491	15
N3915	15
N1049	15
N2318	15
N4607	15
N3543	15
N752	15
N3946	15
N4089	15
N2704	15
N3453	15
N3284	15
N2252	15
N1325	15
N4733	15
N884	15
N404	15
N1359	15
N515	15
N4893	15
N4803	15
N4905	15
N869	15
N4123	15
N2048	15
N3765	15
N4858	15
N795	15
N568	15
N1215	15
N2179	15
N4594	15
N3481	15
N2064	15
N1828	15
N1879	15
N3653	15
N4815	15
N1482	15
N3141	15
N2690	15
N1110	15
N1055	15
N2291	15
N1003	15
N4879	15
N4886	15
N38	15
N4248	15
N212	15
N1327	15
N609	15
N284	15
N1594	15
N4159	15
N3593	15
N1767	15
N107	15
N4999	15
N1887	15
N1353	15
N3095	15
N4134	15
N689	15
N49	15
N1581	15
N200	15
N800	15
N2210	15
N957	15
N4275	15
N4164	15
N617	15
N54	15
N2323	15
N662	15
N4840	15
N3379	15
N2395	15
N1047	15
N3257	15
N325	15
N2061	15
N1472	15
N1134	15
N4124	15
N3146	15
N1154	15
N3762	15
N2407	15
N4033	15
N454	15
N2381	15
N3395	15
N807	15
N3962	15
N2162	15
N2805	15
N1714	15
N915	15
N3206	15
N2996	15
N1489	15
N4896	15
N422	15
N1829	15
N2613	15
N1797	15
N1238	15
N2831	15
N4461	15
N3685	15
N4261	15
N4697	15
N1940	15
N4737	15
N615	15
N878	15
N4897	15
N1675	15
N2339	15
N1252	15
N2528	15
N1842	15
N819	15
N1564	15
N705	15
N2902	15
N799	15
N4336	15
N2316	15
N2053	15
N3198	15
N3468	15
N3230	15
N361	15
N314	15
N1417	15
N903	15
N1473	15
N222	15
N2158	15
N2081	15
N3463	15
N3761	15
N2719	15
N3577	15
N1153	15
N3880	15
N573	15
N2971	15
N3975	15
N3634	15
N1302	15
N4575	15
N2576	15
N3881	15
N4029	15
N3612	15
N4211	15
N1987	15
N4534	15
N3991	15
N921	15
N1815	15
N1705	15
N1013	15
N2486	15
N3479	15
N4615	15
N1387	15
N1724	15
N3452	15
N674	15
N2495	15
N3268	15
N2104	15
N3015	15
N2728	15
N2483	15
N1741	15
N4169	15
N1061	15
N3209	15
N3391	15
N329	15
N386	15
N619	15
N3724	15
N707	15
N4263	15
N3662	15
N845	15
N1217	15
N4806	15
N1031	15
N3096	15
N2813	15
N1075	15
N4356	15
N2565	15
N1339	15
N4603	15
N2396	15
N1834	15
N4161	15
N223	15
N2905	15
N2142	15
N2585	15
N4715	15
N787	15
N2205	15
N605	15
N4530	15
N1500	15
N2956	15
N2361	15
N4542	15
N2917	15
N4863	15
N4770	15
N2446	15
N2781	15
N1648	15
N3469	15
N207	15
N3942	15
N1802	15
N850	15
N4759	15
N3025	15
N161	15
N3869	15
N1948	15
N1607	15
N2886	15
N4153	15
N2434	15
N1733	15
N3130	15
N1425	15
N945	15
N3366	15
N1637	15
N1132	15
N4455	15
N913	15
N2753	15
N353	15
N1094	15
N1078	15
N342	15
N802	15
N2084	15
N1861	15
N4369	15
N4183	15
N4112	15
N2608	15
N2546	15
N1503	15
N1907	15
N3256	15
N920	15
N2842	15
N3779	15
N274	15
N3718	15
N2551	15
N2959	15
N3963	15
N262	15
N1595	15
N864	15
N2438	15
N2741	15
N3830	15
N944	15
N1358	15
N4172	15
N2849	15
N2031	15
N4256	15
N69	15
N4660	15
N4826	15
N286	15
N4648	15
N1113	15
N3241	15
N1688	15
N1534	15
N219	15
N3744	15
N2116	15
N4818	15
N2130	15
N1945	15
N730	15
N2997	15
N2167	15
N1851	15
N4540	15
N3820	15
N3644	15
N563	15
N2955	15
N74	15
N3486	15
N1440	15
N1796	15
N1543	15
N2122	15
N1837	15
N3925	15
N17	15
N4764	15
N1854	15
N2482	15
N1591	15
N2241	15
N1561	15
N4105	15
N2918	15
N1764	15
N571	15
N208	15
N3220	15
N4367	15
N246	15
N1181	15
N1065	15
N3876	15
N2863	15
N962	15
N2761	15
N3350	15
N2208	15
N2577	15
N2340	15
N409	15
N2740	15
N2420	15
N2516	15
N592	15
N4808	15
N3346	15
N4555	15
N2163	15
N4620	15
N1029	15
N2675	15
N2759	15
N1933	15
N4772	15
N1493	15
N1320	15
N4642	15
N1978	15
N3596	15
N4552	15
N1080	15
N1520	15
N3921	15
N1997	15
N2763	15
N1628	15
N2298	15
N2000	15
N3173	15
N4789	15
N2400	15
N2809	15
N1429	15
N96	15
N2254	15
N4529	15
N724	15
N3536	15
N1694	15
N1453	15
N879	15
N1807	15
N2564	15
N2184	15
N740	15
N2120	15
N3738	15
N2392	15
N2060	15
N1081	15
N1955	15
N4238	15
N2786	15
N4021	15
N357	15
N3261	15
N3020	15
N4361	15
N1786	15
N830	15
N991	15
N4502	15
N4375	15
N1042	15
N2349	15
N3891	15
N3808	15
N2234	15
N3393	15
N3084	15
N2641	15
N3135	15
N2330	15
N4414	15
N275	15
N4927	15
N803	15
N2689	15
N2059	15
N4797	15
N971	15
N344	15
N3649	15
N1906	15
N3610	15
N653	15
N3477	15
N4445	15
N2802	15
N1243	15
N500	15
N986	15
N287	15
N3114	15
N2373	15
N1195	15
N758	15
N4408	15
N2524	15
N2978	15
N891	15
N2074	15
N4437	15
N4816	15
N1014	15
N4578	15
N2697	15
N1699	15
N526	15
N2101	15
N1538	15
N835	15
N4496	15
N4281	15
N2461	15
N4054	15
N3784	15
N4135	15
N533	15
N1922	15
N4972	15
N174	15
N3210	15
N434	15
N67	15
N699	15
N1392	15
N1227	15
N988	15
N2457	15
N2115	15
N4268	15
N3789	15
N4997	15
N4868	15
N1085	15
N1775	15
N948	15
N378	15
N2161	15
N3863	15
N1334	15
N449	15
N531	15
N11	15
N3730	15
N1935	15
N1027	15
N2698	15
N4081	15
N4859	15
N4663	15
N2983	15
N4955	15
N792	15
N2236	15
N4092	15
N1998	15
N3934	15
N3978	15
N2646	15
N1728	15
N427	15
N1483	15
N2271	15
N966	15
N4265	15
N2302	15
N2949	15
N4752	15
N238	15
N813	15
N637	15
N1403	15
N1491	15
N4943	15
N3896	15
N1963	15
N2575	15
N1010	15
N551	15
N1920	16
