SequenceName	ClusterNumber
N3240	10
N3616	10
N640	10
N2120	10
N493	10
N3695	10
N2046	10
N3524	10
N1887	10
N1978	10
N176	10
N4537	10
N1479	10
N1120	10
N4956	10
N3342	10
N3249	10
N1168	10
N3767	10
N3303	10
N4043	10
N2066	10
N283	10
N1474	10
N3215	10
N2122	10
N2567	10
N904	10
N4829	10
N3406	10
N3889	10
N4275	10
N987	10
N374	10
N388	10
N3507	10
N2247	10
N2665	10
N1916	10
N2370	10
N4552	10
N2802	10
N4795	10
N2737	10
N4337	10
N2746	10
N4400	10
N3390	10
N1383	10
N4063	10
N3088	10
N1375	10
N1373	10
N3894	10
N1816	10
N4171	10
N1757	10
N4919	10
N1483	10
N3132	10
N3944	10
N4444	10
N898	10
N4065	10
N1868	10
N3190	10
N2266	10
N1424	10
N4835	10
N2343	10
N782	10
N4928	10
N1406	10
N389	10
N2369	10
N2810	10
N2331	10
N3469	10
N88	10
N3001	10
N108	10
N4579	10
N3250	10
N3699	10
N3358	10
N4565	10
N2081	10
N1552	10
N4825	10
N3952	10
N4014	10
N3903	10
N3771	10
N4138	10
N2398	10
N2527	10
N1119	10
N4892	10
N3331	10
N3115	10
N669	10
N4675	10
N2757	10
N1914	10
N1819	10
N3873	10
N2687	10
N2049	10
N3612	10
N1017	10
N3729	10
N993	10
N3071	10
N3821	10
N3742	10
N4541	10
N3660	10
N2177	10
N3582	10
N3102	10
N4072	10
N1315	10
N289	10
N907	10
N1768	10
N556	10
N951	10
N2075	10
N1442	10
N3147	10
N1523	10
N4008	10
N2112	10
N4136	10
N2275	10
N3501	10
N4756	10
N4747	10
N2076	10
N212	10
N1288	10
N2310	10
N3027	10
N2135	10
N3926	10
N3542	10
N2529	10
N1594	10
N3397	10
N3032	10
N2125	10
N1549	10
N3412	10
N3638	10
N2654	10
N2886	10
N972	10
N4520	10
N2455	10
N3916	10
N2820	10
N784	10
N3832	10
N3035	10
N655	10
N4077	10
N3880	10
N4532	10
N4205	10
N2510	10
N2846	10
N1337	10
N2829	10
N2899	10
N819	10
N2770	10
N2035	10
N565	10
N647	10
N66	10
N4224	10
N3367	10
N561	10
N1417	10
N494	10
N1021	10
N1825	10
N3657	10
N2995	10
N4722	10
N4470	10
N1013	10
N2667	10
N4364	10
N3442	10
N1286	10
N4598	10
N4074	10
N4373	10
N4052	10
N4178	10
N384	10
N1957	10
N467	10
N2821	10
N1241	10
N2548	10
N1282	10
N4572	10
N652	10
N1626	10
N4149	10
N2762	10
N4089	10
N1104	10
N188	10
N4192	10
N3902	10
N2115	10
N895	10
N3532	10
N2253	10
N3013	10
N219	10
N2100	10
N3197	10
N2658	10
N2825	10
N488	10
N3897	10
N2087	10
N4748	10
N3543	10
N1321	10
N3039	10
N4415	10
N1344	10
N1169	10
N4540	10
N1862	10
N1187	10
N3064	10
N326	10
N4511	10
N231	10
N2644	10
N3778	10
N3817	10
N102	10
N697	10
N3416	10
N2815	10
N1540	10
N734	10
N1578	10
N2108	10
N645	10
N4184	10
N123	10
N1024	10
N368	10
N3712	10
N2627	10
N2143	10
N3268	10
N1423	10
N270	10
N4813	10
N3203	10
N4038	10
N4047	10
N3578	10
N3113	10
N4974	10
N2318	10
N3301	10
N4986	10
N1216	10
N1324	10
N4981	10
N64	10
N4279	10
N4850	10
N1941	10
N4173	10
N3502	10
N1809	10
N4801	10
N3564	10
N4617	10
N103	10
N2960	10
N2086	10
N2093	10
N4270	10
N1122	10
N4141	10
N1658	10
N865	10
N794	10
N3851	10
N845	10
N4002	10
N1764	10
N4832	10
N3787	10
N4993	10
N3330	10
N4380	10
N1917	10
N3131	10
N1433	10
N3321	10
N165	10
N4726	10
N2364	10
N4060	10
N2464	10
N675	10
N269	10
N719	10
N2563	10
N499	10
N952	10
N29	10
N2288	10
N942	10
N1436	10
N2701	10
N847	10
N1336	10
N3983	10
N1402	10
N2713	10
N1773	10
N4648	10
N4139	10
N3144	10
N3304	10
N2300	10
N2196	10
N2320	10
N4172	10
N1801	10
N2170	10
N1327	10
N4723	10
N2327	10
N2333	10
N912	10
N4840	10
N4040	10
N4246	10
N2240	10
N4499	10
N1131	10
N2344	10
N2738	10
N2337	10
N1660	10
N1761	10
N116	10
N4684	10
N1110	10
N3762	10
N3779	10
N1302	10
N4260	10
N124	10
N1762	10
N4375	10
N2636	10
N4594	10
N4339	10
N3738	10
N2469	10
N397	10
N2447	10
N2736	10
N3799	10
N434	10
N585	10
N3579	10
N2002	10
N3350	10
N1980	10
N53	10
N2879	10
N548	10
N3526	10
N4097	10
N653	10
N311	10
N3919	10
N159	10
N4204	10
N607	10
N1297	10
N4909	10
N1793	10
N4384	10
N1663	10
N287	10
N4197	10
N2864	10
N1881	10
N2535	10
N1206	10
N3398	10
N394	10
N2422	10
N3964	10
N68	10
N2898	10
N2557	10
N4961	10
N1747	10
N1926	10
N1948	10
N4076	10
N3333	10
N568	10
N3254	10
N654	10
N3387	10
N3827	10
N351	10
N2074	10
N2994	10
N3275	10
N1879	10
N3617	10
N1977	10
N810	10
N2968	10
N1334	10
N4960	10
N1471	10
N3138	10
N195	10
N4503	10
N23	10
N4190	10
N3829	10
N4763	10
N3480	10
N1400	10
N2915	10
N3792	10
N1945	10
N3122	10
N1201	10
N3038	10
N2423	10
N825	10
N2475	10
N3628	10
N2733	10
N1495	10
N4643	10
N1848	10
N4112	10
N720	10
N1259	10
N623	10
N948	10
N199	10
N909	10
N2111	10
N410	10
N4730	10
N3852	10
N1222	10
N2013	10
N1546	10
N4264	10
N967	10
N4394	10
N1568	10
N3763	10
N3891	10
N3555	10
N4855	10
N2420	10
N1900	10
N2291	10
N350	10
N208	10
N1719	10
N12	10
N2624	10
N1654	10
N4312	10
N3600	10
N3372	10
N729	10
N1205	10
N518	10
N2596	10
N1155	10
N4632	10
N4152	10
N1388	10
N3715	10
N4102	10
N2528	10
N850	10
N571	10
N701	10
N90	10
N3826	10
N4512	10
N3258	10
N3290	10
N1487	10
N3386	10
N3307	10
N2587	10
N2248	10
N3454	10
N3335	10
N592	10
N4333	10
N2031	10
N3613	10
N1493	10
N4007	10
N4781	10
N1967	10
N818	10
N1207	10
N146	10
N3252	10
N1416	10
N4831	10
N875	10
N4910	10
N1019	10
N3107	10
N767	10
N1888	10
N1551	10
N1518	10
N2480	10
N3202	10
N3012	10
N2123	10
N3337	10
N807	10
N559	10
N4301	10
N4476	10
N2964	10
N1936	10
N757	10
N1837	10
N1696	10
N3989	10
N127	10
N2572	10
N2375	10
N318	10
N376	10
N1058	10
N632	10
N983	10
N650	10
N1067	10
N930	10
N2393	10
N4965	10
N1919	10
N4369	10
N2272	10
N2706	10
N4600	10
N3679	10
N3580	10
N1771	10
N685	10
N505	10
N3422	10
N1504	10
N524	10
N3962	10
N4379	10
N3457	10
N3110	10
N1969	10
N1965	10
N3772	10
N4465	10
N3018	10
N1725	10
N3838	10
N1852	10
N1179	10
N4603	10
N4053	10
N3061	10
N2765	10
N2380	10
N3586	10
N892	10
N3647	11
N3517	11
N2188	11
N1510	11
N43	11
N4712	11
N4158	11
N2883	11
N1619	11
N1322	11
N4182	11
N3562	11
N1002	11
N1266	11
N1008	11
N220	11
N198	11
N867	11
N4280	11
N1138	11
N3414	11
N900	11
N3584	11
N344	11
N913	11
N175	11
N1198	11
N4127	11
N3156	11
N4510	11
N1037	11
N926	11
N4717	11
N4411	11
N319	11
N4774	11
N2367	11
N3362	11
N1595	11
N3622	11
N2460	11
N4560	11
N2909	11
N1477	11
N1572	11
N1317	11
N2761	11
N711	11
N717	11
N2716	11
N1212	11
N3140	11
N2454	11
N2311	11
N3976	11
N2249	11
N31	11
N16	11
N4485	11
N3990	11
N1126	11
N2136	11
N2792	11
N4872	11
N4482	11
N4550	11
N4864	11
N2947	11
N1566	11
N4734	11
N1011	11
N1876	11
N3111	11
N712	11
N4414	11
N1695	11
N1561	11
N431	11
N4875	11
N1760	11
N4607	11
N1884	11
N105	11
N4836	11
N1934	11
N1217	11
N3812	12
N144	12
N4891	13
N4497	13
N2674	13
N3688	13
N4682	13
N2666	13
N1015	13
N4670	13
N4501	14
N2223	14
N4480	14
N3310	14
N4693	14
N4088	14
N3070	14
N3774	14
N3676	14
N1102	14
N3178	14
N3807	14
N22	14
N3639	14
N4249	14
N3830	14
N1183	14
N2897	14
N348	14
N4020	14
N3096	14
N1630	14
N1080	14
N1227	14
N2891	14
N4583	14
N1233	14
N4678	14
N1382	14
N1044	14
N3951	14
N2064	14
N1391	14
N1439	14
N181	14
N67	14
N3961	14
N3685	14
N1502	14
N3078	14
N4922	14
N575	14
N2211	14
N2113	14
N1515	14
N234	14
N100	14
N1616	14
N264	14
N4399	14
N851	14
N2242	14
N3067	14
N4833	14
N3659	14
N4945	14
N3687	14
N4107	14
N2675	14
N3848	14
N1656	14
N75	14
N4817	14
N4701	14
N1146	14
N4251	14
N4830	14
N567	14
N2301	14
N2601	14
N4338	14
N1731	14
N1331	14
N3836	14
N4718	14
N2162	14
N2084	14
N333	14
N2438	14
N2779	14
N4620	14
N4215	14
N883	14
N2068	14
N4134	14
N3559	14
N2461	14
N1627	14
N3648	14
N4479	14
N3607	14
N4048	14
N4937	14
N3273	14
N1543	14
N4517	14
N2519	14
N2858	14
N4828	14
N665	14
N740	14
N4827	14
N3395	14
N248	14
N1396	14
N2377	14
N1554	14
N4003	14
N321	14
N4927	14
N586	14
N4220	14
N2562	14
N2373	14
N4531	14
N731	14
N1750	14
N3589	14
N626	14
N1998	14
N4786	14
N2165	14
N1420	14
N4278	14
N2772	14
N2835	14
N2276	14
N1830	14
N2124	14
N2205	14
N1544	14
N4923	14
N2388	14
N1855	14
N3992	14
N4979	14
N4706	14
N3238	14
N415	14
N4101	14
N4189	14
N2483	14
N3569	14
N3222	14
N2635	14
N4500	14
N1902	14
N677	14
N4724	14
N2935	14
N602	14
N3516	14
N1105	14
N3803	14
N2801	14
N2800	14
N1319	14
N4703	14
N4947	14
N4461	14
N2133	14
N576	14
N2885	14
N2703	14
N372	14
N3466	14
N4162	14
N1230	14
N1963	14
N1596	14
N536	14
N4	14
N1356	14
N2678	14
N2199	14
N395	14
N3182	14
N2050	14
N3868	14
N1694	14
N1360	14
N2890	14
N1686	14
N513	14
N1040	14
N726	14
N3692	14
N4571	14
N3861	14
N4946	14
N4859	14
N316	14
N310	14
N3176	14
N4889	14
N3008	14
N2556	14
N3095	14
N2021	14
N1645	14
N2584	14
N3346	14
N1100	14
N3320	14
N4307	14
N3134	14
N429	14
N3208	14
N584	14
N4591	14
N3463	14
N3352	14
N4099	14
N232	14
N61	14
N2560	14
N3053	14
N1399	14
N2575	14
N1954	15
N1565	15
N3932	15
N1783	15
N1736	15
N1136	15
N3632	15
N125	15
N3169	15
N2903	15
N3854	15
N3276	15
N3519	15
N4566	15
N3296	15
N3251	15
N4508	15
N1299	15
N1577	15
N2463	15
N1951	15
N226	15
N3940	15
N801	15
N4044	15
N1036	15
N2415	15
N2236	15
N4391	15
N2600	15
N1864	15
N1186	15
N574	15
N2069	15
N1061	15
N4272	15
N307	15
N129	15
N4266	15
N4027	15
N862	15
N3428	15
N3370	15
N2436	15
N2606	15
N2080	15
N4504	15
N204	15
N3503	15
N2322	15
N3166	15
N256	15
N566	15
N4778	15
N4041	15
N3327	15
N2126	15
N2407	15
N928	15
N3129	15
N2138	15
N2371	15
N1243	15
N844	15
N1585	15
N2750	15
N2404	15
N798	15
N3200	15
N4248	15
N1527	15
N191	15
N2186	15
N4346	15
N4336	15
N911	15
N2621	15
N3366	15
N1069	16
N614	16
N1903	16
N3211	16
N2561	16
N1584	16
N2901	16
N4524	16
N51	16
N657	16
N2238	16
N1228	16
N852	16
N3376	16
N126	16
N999	16
N1078	16
N542	16
N1452	16
N3727	16
N1525	16
N1204	16
N683	16
N2628	16
N2431	16
N1219	16
N272	16
N589	16
N420	16
N119	16
N2861	16
N427	16
N3879	16
N1942	16
N635	16
N4676	17
N3449	17
N4905	17
N811	17
N813	17
N1318	17
N3900	17
N3671	17
N3732	17
N1598	17
N4966	17
N4308	17
N246	17
N2645	17
N2433	17
N360	17
N1412	17
N271	17
N4034	17
N2281	17
N3450	17
N3577	17
N3643	17
N341	17
N288	17
N62	17
N3911	17
N2435	17
N4780	17
N3059	17
N2396	17
N564	17
N670	17
N2972	17
N2405	17
N1409	17
N1932	17
N1405	17
N2321	17
N2361	17
N2823	17
N2102	17
N4950	17
N1348	17
N3083	17
N1922	17
N2030	17
N2638	17
N1677	17
N1440	17
N205	17
N2039	17
N2070	17
N4432	17
N3298	17
N1856	17
N699	17
N1587	17
N1604	17
N861	17
N4589	17
N777	17
N1840	17
N3427	17
N291	17
N1712	17
N1053	17
N1814	17
N2977	17
N1101	17
N4654	17
N323	17
N3065	17
N2158	17
N3844	17
N332	17
N1789	17
N1458	17
N3326	17
N583	17
N2623	17
N3702	17
N1557	17
N1508	17
N4899	17
N1516	17
N3960	17
N3898	17
N2381	17
N3567	17
N265	17
N243	17
N472	17
N4709	17
N3920	17
N3369	17
N4281	17
N4865	17
N3775	17
N89	17
N4475	17
N2335	17
N3204	17
N1526	17
N3618	17
N242	17
N4240	17
N359	17
N1492	17
N2184	17
N55	17
N1791	17
N44	17
N4064	17
N3213	17
N2911	17
N2840	17
N3191	17
N1721	17
N4406	17
N3294	17
N4538	17
N733	17
N2154	17
N1068	17
N334	17
N3576	17
N487	17
N1873	17
N3912	17
N417	17
N3317	17
N509	17
N3205	17
N4442	17
N2336	17
N1913	17
N4592	17
N1842	17
N17	17
N3005	17
N4647	17
N3678	17
N3458	17
N918	17
N1975	17
N315	17
N2359	17
N1289	17
N1894	17
N978	17
N4191	17
N1432	17
N3703	17
N4073	17
N4902	17
N4576	17
N4009	17
N3784	17
N1148	17
N20	17
N3423	17
N2530	17
N2712	17
N4651	17
N35	17
N312	17
N1094	17
N4687	17
N778	17
N3074	17
N3359	17
N355	17
N3595	17
N2033	17
N4951	17
N4094	17
N3347	17
N2164	17
N1278	17
N783	17
N1920	17
N4837	17
N4447	17
N2740	17
N3473	17
N4843	17
N2227	17
N446	17
N58	17
N2795	17
N1752	17
N3550	17
N3436	17
N1273	17
N433	17
N27	17
N4450	17
N2207	17
N2785	17
N2881	17
N1023	17
N357	17
N2524	17
N4821	17
N3148	17
N4489	17
N4611	17
N1637	17
N3124	17
N3028	17
N3811	17
N239	17
N4893	17
N3843	17
N1898	17
N2827	17
N2634	17
N2866	17
N558	17
N2608	17
N401	17
N213	17
N537	17
N937	17
N301	17
N1153	17
N1573	17
N3773	17
N929	17
N4527	17
N2252	17
N2104	17
N3846	17
N1786	17
N495	17
N2978	17
N2063	17
N1534	17
N1311	17
N4963	17
N4012	17
N4655	17
N1635	17
N3913	17
N2514	17
N2865	17
N4863	17
N2224	17
N4132	17
N3801	17
N2306	17
N514	17
N503	17
N1072	17
N2809	17
N1815	17
N805	17
N4361	17
N1215	17
N3194	17
N78	17
N636	17
N2268	17
N1124	17
N998	17
N4782	17
N4688	17
N4548	17
N1915	17
N3508	17
N2863	17
N924	17
N3116	17
N2547	17
N4356	17
N4834	17
N3081	17
N3884	17
N4320	17
N1156	17
N3874	17
N4306	17
N1794	17
N2229	17
N2859	17
N2982	17
N1355	17
N3783	17
N3955	17
N3764	17
N3441	17
N430	17
N3840	17
N3938	17
N361	17
N4874	17
N4471	17
N439	17
N3404	17
N2955	17
N3905	17
N3354	17
N908	17
N3831	17
N2607	17
N2943	17
N1347	17
N3633	17
N3769	17
N4302	17
N1548	17
N4440	17
N3886	17
N785	17
N681	17
N4929	17
N2180	17
N4488	17
N2521	17
N934	17
N4036	17
N1149	17
N3058	17
N1129	17
N1134	17
N4234	17
N1465	17
N666	17
N3937	17
N2506	17
N3994	17
N2951	17
N1494	17
N1482	17
N2988	17
N2794	17
N3475	17
N84	17
N4445	17
N2541	17
N2389	17
N4638	17
N4491	17
N1426	17
N708	17
N1158	17
N1001	17
N2168	17
N1066	17
N1933	17
N4449	17
N658	17
N456	17
N101	17
N4304	17
N837	17
N4605	17
N449	17
N3650	17
N314	17
N4228	17
N2160	17
N1256	17
N3996	17
N2182	17
N4844	17
N69	17
N4086	17
N2254	17
N3291	17
N1668	17
N475	17
N2101	17
N1597	17
N1600	17
N3163	17
N2410	17
N424	17
N3958	17
N3101	17
N2171	17
N864	17
N529	17
N4876	17
N4668	17
N572	17
N792	17
N4418	17
N3016	17
N1556	17
N1806	17
N464	17
N418	17
N4066	17
N713	17
N4797	17
N1874	17
N1511	17
N2259	17
N4759	17
N1199	17
N2478	17
N2700	17
N4938	17
N3042	17
N3464	17
N1476	17
N4209	17
N3241	17
N4037	17
N1603	17
N3776	17
N2843	17
N2751	17
N1810	17
N774	17
N3056	17
N2	17
N3434	17
N1927	17
N3259	17
N2054	17
N8	17
N4770	17
N3872	17
N504	17
N2284	17
N4168	17
N1057	17
N1586	17
N4623	17
N3953	17
N3019	17
N1054	17
N436	17
N3855	17
N2221	17
N1802	17
N4790	17
N4691	17
N4298	17
N2917	17
N2273	17
N110	17
N173	17
N2006	17
N309	17
N750	17
N4230	17
N1305	17
N981	17
N1328	17
N4669	17
N1358	17
N3746	17
N2379	17
N4033	17
N298	17
N3651	17
N3615	17
N379	17
N4807	17
N2077	17
N3490	17
N3885	17
N2760	17
N1531	17
N878	17
N1248	17
N4005	17
N4890	17
N1755	17
N3748	17
N4580	17
N2549	17
N4207	17
N4968	17
N1608	17
N2012	17
N2340	17
N3921	17
N3683	17
N1813	17
N3876	17
N3421	17
N3544	17
N3040	17
N656	17
N795	17
N1804	17
N1	17
N4383	17
N1959	17
N1729	17
N1165	17
N2286	17
N3720	17
N1588	17
N3105	17
N1950	17
N4236	17
N3368	17
N2544	17
N1258	17
N4877	17
N3530	17
N2285	17
N1952	17
N3135	17
N2484	17
N2185	17
N3760	17
N579	17
N1612	17
N4636	17
N667	17
N2274	17
N1075	17
N2362	17
N751	17
N1780	17
N1291	17
N4696	17
N4032	17
N4926	17
N3127	17
N1296	17
N2626	17
N1984	17
N2676	17
N80	17
N3108	17
N3870	17
N4804	17
N339	17
N3693	17
N1897	17
N3154	17
N3157	17
N4284	17
N2586	17
N3604	17
N3085	17
N528	17
N46	17
N4058	17
N2139	17
N1414	17
N4365	17
N1964	17
N2399	17
N4861	17
N259	17
N2684	17
N93	17
N1827	17
N4269	17
N1799	17
N118	17
N3725	17
N2397	17
N1043	17
N2933	17
N2577	17
N3810	17
N3247	17
N3923	17
N4745	17
N4700	17
N3713	17
N4250	17
N3794	17
N4657	17
N186	17
N2174	17
N4906	17
N3048	17
N1985	17
N4536	17
N743	17
N4555	17
N1583	17
N1009	17
N4671	17
N3988	17
N604	17
N3378	17
N4241	17
N3936	17
N1051	17
N4023	17
N2948	17
N1444	17
N184	17
N2793	17
N2342	17
N4699	17
N933	17
N4029	17
N1949	17
N4486	17
N2503	17
N4967	17
N580	17
N4425	17
N648	17
N725	17
N897	17
N756	17
N3500	17
N1092	17
N145	17
N4582	17
N2571	17
N1636	17
N4370	17
N153	17
N4263	17
N4100	17
N3697	17
N3198	17
N2121	17
N2032	17
N2661	17
N383	17
N4948	17
N130	17
N4610	17
N3394	17
N888	17
N3525	17
N2974	17
N2446	17
N4608	17
N1822	17
N4349	17
N3063	17
N2763	17
N3311	17
N463	17
N3860	17
N1623	17
N36	17
N4434	17
N225	17
N24	17
N3670	17
N958	17
N221	17
N3072	17
N2643	17
N3360	17
N4348	17
N4463	17
N3998	17
N766	17
N3690	17
N3439	17
N4884	17
N4711	17
N3045	17
N2090	17
N3383	17
N1306	17
N3090	17
N1592	17
N308	17
N150	17
N4549	17
N251	17
N4283	17
N3419	17
N4677	17
N2588	17
N3172	17
N1567	17
N2357	17
N2518	17
N137	17
N39	17
N3862	17
N4912	17
N223	17
N1359	17
N3089	17
N180	17
N1469	17
N4159	17
N3888	17
N2718	17
N455	17
N2038	17
N3664	17
N828	17
N4185	17
N1310	17
N2852	17
N4261	17
N3841	17
N1325	17
N3433	17
N824	17
N2630	17
N1741	17
N2494	17
N3277	17
N1930	17
N4983	17
N3447	17
N3910	17
N335	17
N1340	17
N1390	17
N4978	17
N3015	17
N3548	17
N3118	17
N4585	17
N1709	17
N1907	17
N4931	17
N3236	17
N1312	17
N1065	17
N2673	17
N739	17
N2372	17
N2564	17
N4277	17
N3591	17
N3751	17
N3407	17
N3726	17
N4357	17
N76	17
N522	17
N2956	17
N3068	17
N486	17
N2828	17
N3309	17
N214	17
N2210	17
N3279	17
N707	17
N2688	17
N470	17
N594	17
N2813	17
N1672	17
N4535	17
N411	17
N2239	17
N4219	17
N1742	17
N3009	17
N3062	17
N1885	17
N1422	17
N4056	17
N3440	17
N4355	17
N2498	17
N3675	17
N4022	17
N741	17
N3739	17
N169	17
N3735	17
N1437	17
N2834	17
N4253	17
N3505	17
N1271	17
N1257	17
N498	17
N2005	17
N1522	17
N1956	17
N2617	17
N422	17
N4917	17
N1338	17
N4187	17
N302	17
N2129	17
N610	17
N215	17
N3823	17
N1787	17
N1335	17
N889	17
N2226	17
N2140	17
N358	17
N1408	17
N440	17
N3041	17
N4857	17
N4238	17
N4943	17
N3043	17
N1468	17
N120	17
N2096	17
N3401	17
N2655	17
N2615	17
N2159	17
N1046	17
N1624	17
N7	17
N806	17
N476	17
N686	17
N325	17
N4916	17
N4587	17
N174	17
N1307	17
N2893	17
N2190	17
N1713	17
N3573	17
N2385	17
N3956	17
N2213	17
N4625	17
N2851	17
N4429	17
N3297	17
N2697	17
N781	17
N378	17
N4295	17
N3708	17
N32	17
N1890	17
N3619	17
N1547	17
N1829	17
N2986	17
N1232	17
N2868	17
N4439	17
N3278	17
N4698	17
N1210	17
N4452	17
N1247	17
N158	17
N4878	17
N1670	17
N152	17
N4660	17
N3052	17
N2350	17
N354	17
N3237	17
N1617	17
N4925	17
N228	17
N300	17
N1831	17
N49	17
N4090	17
N3225	17
N4385	17
N923	17
N4973	17
N2759	17
N3356	17
N3574	17
N4026	17
N3293	17
N1320	17
N2376	17
N816	17
N651	17
N2179	17
N590	17
N367	17
N3158	17
N2132	17
N4519	17
N189	17
N3486	17
N4798	17
N1097	17
N3269	17
N3308	17
N1777	17
N1079	17
N447	17
N19	17
N2531	17
N662	17
N4650	17
N2515	17
N4496	17
N3594	17
N1575	17
N4004	17
N3634	17
N4529	17
N2789	17
N2723	17
N1229	17
N3226	17
N2261	17
N860	17
N479	17
N2975	17
N1284	17
N2258	17
N4212	17
N216	17
N4428	17
N2662	17
N3636	17
N899	17
N4436	17
N3949	17
N3839	17
N2961	17
N1651	17
N2934	17
N4125	17
N2018	17
N4853	17
N2491	17
N4516	17
N2462	17
N2749	17
N448	17
N413	17
N2085	17
N83	17
N3551	17
N4116	17
N764	17
N196	17
N1326	17
N1118	17
N4057	17
N3216	17
N3780	17
N3256	17
N2142	17
N2106	17
N2278	17
N1745	17
N3448	17
N3286	17
N982	17
N2392	17
N3306	17
N1455	17
N526	17
N3425	17
N2485	17
N4282	17
N1362	17
N2517	17
N1973	17
N4659	17
N3046	17
N3847	17
N4755	17
N3400	17
N1990	17
N643	17
N167	17
N4627	17
N1698	17
N133	17
N3329	17
N3892	17
N1676	17
N1341	17
N151	17
N2574	17
N3377	17
N1999	17
N4395	17
N815	17
N3495	17
N3857	17
N3106	17
N1533	17
N970	17
N4808	17
N4683	17
N2811	17
N4401	17
N4262	17
N2918	17
N1181	17
N2832	17
N1788	17
N2876	17
N1389	17
N2067	17
N745	17
N4812	17
N692	17
N1264	17
N4164	17
N3845	17
N3933	17
N1451	17
N402	17
N254	17
N2043	17
N1182	17
N4846	17
N1826	17
N1371	17
N4652	17
N2942	17
N1590	17
N3076	17
N2954	17
N519	17
N3246	17
N2146	17
N4933	17
N2468	17
N1704	17
N320	17
N1276	17
N1820	17
N3745	17
N2959	17
N2585	17
N1640	17
N1899	17
N4970	17
N3031	17
N4453	17
N1865	17
N4199	17
N659	17
N3149	17
N4920	17
N396	17
N1710	17
N4154	17
N249	17
N4914	17
N4408	17
N3560	17
N4059	17
N3834	17
N4944	17
N4353	17
N1559	17
N4708	17
N1505	17
N3766	17
N1208	17
N2155	17
N1413	17
N2319	17
N1844	17
N3824	17
N530	17
N673	17
N3382	17
N3444	17
N4405	17
N3000	17
N324	17
N1202	17
N1111	17
N1610	17
N1895	17
N649	17
N4000	17
N1135	17
N3402	17
N510	17
N689	17
N30	17
N780	17
N3364	17
N1049	17
N1940	17
N2297	17
N1991	17
N1739	17
N3262	17
N833	17
N776	17
N954	17
N2497	17
N4404	17
N752	17
N2691	17
N373	17
N4358	17
N2663	17
N527	17
N4666	17
N3644	17
N1538	17
N4140	17
N2458	17
N3605	17
N1564	17
N2965	17
N275	17
N2191	17
N3943	17
N2633	17
N1178	17
N3667	17
N4311	17
N4137	17
N3606	17
N1817	17
N3399	17
N879	17
N1905	17
N1818	17
N4181	17
N3814	17
N3977	17
N3133	17
N603	17
N2040	17
N4924	17
N2095	17
N3768	17
N2156	17
N1428	17
N1779	17
N1421	17
N753	17
N496	17
N222	17
N1498	17
N426	17
N3114	17
N2929	17
N2741	17
N2992	17
N521	17
N2579	17
N1701	17
N478	17
N406	17
N161	17
N4646	17
N2849	17
N2870	17
N1579	17
N1083	17
N672	17
N1737	17
N1693	17
N1792	17
N2387	17
N946	17
N2382	17
N1529	17
N2889	17
N3087	17
N3494	17
N1403	17
N1867	17
N3336	17
N4194	17
N690	17
N71	17
N3914	17
N457	17
N3930	17
N1966	17
N4841	17
N2316	17
N484	17
N2857	17
N4559	17
N4710	17
N1650	17
N3146	17
N3029	17
N838	17
N3646	17
N2332	17
N3816	17
N1620	17
N4469	17
N2931	17
N1113	17
N4165	17
N227	17
N1047	17
N2818	17
N1398	17
N4791	17
N2055	17
N2197	17
N682	17
N1167	17
N2022	17
N4135	17
N304	17
N230	17
N2443	17
N4193	17
N465	17
N4635	17
N278	17
N255	17
N2414	17
N168	17
N1121	17
N405	17
N3224	17
N1308	17
N1560	17
N3696	17
N1330	17
N3418	17
N2720	17
N4862	17
N2083	17
N3881	17
N3318	17
N3904	17
N3491	17
N3201	17
N4318	17
N1038	17
N4177	17
N4233	17
N3529	17
N4454	17
N3521	17
N1962	17
N1646	17
N4595	17
N4013	17
N4441	17
N3244	17
N718	17
N3520	17
N1893	17
N4258	17
N919	17
N2814	17
N4768	17
N4103	17
N544	17
N347	17
N2496	17
N404	17
N637	17
N1785	17
N1386	17
N3403	17
N3235	17
N2349	17
N4071	17
N1702	17
N2403	17
N2796	17
N2735	17
N5000	17
N4322	17
N1759	17
N555	17
N2296	17
N4838	17
N4371	17
N2265	17
N4381	17
N4984	17
N4351	17
N3653	17
N3248	17
N4067	17
N4784	17
N3545	17
N3006	17
N3572	17
N2024	17
N925	17
N4299	17
N3017	17
N2309	17
N630	17
N3030	17
N2010	17
N1880	17
N285	17
N4534	17
N3661	17
N3036	17
N1835	17
N786	17
N1987	17
N678	17
N3985	17
N4518	17
N894	17
N2078	17
N3795	17
N1130	17
N4467	17
N4388	17
N4888	17
N4130	17
N1622	17
N3714	17
N820	17
N3443	17
N2869	17
N2620	17
N2471	17
N385	17
N2534	17
N299	17
N2938	17
N121	17
N4999	17
N139	17
N2176	17
N1115	17
N2346	17
N4291	17
N2202	17
N2144	17
N2582	17
N2831	17
N2728	17
N4901	17
N693	17
N680	17
N1925	17
N2962	17
N1908	17
N3410	17
N3536	17
N853	17
N2804	17
N1293	17
N4952	17
N4195	17
N4327	17
N4783	17
N1955	17
N3292	17
N2727	17
N866	17
N3883	17
N4317	17
N1798	17
N822	17
N769	17
N3552	17
N4573	17
N2888	17
N237	17
N4894	17
N4871	17
N2449	17
N3717	17
N1857	17
N617	17
N2094	17
N3493	17
N4232	17
N3435	17
N4028	17
N945	17
