id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
A0A1I1QQH1_9ACTN/14-324,-0.11932419,1.35913,1.354057,0.029499337,-0.04032454,-1.8093255,0.16016248,-0.1412507,2.3404603,2.1787875
A0A1N7ECI8_9ACTN/8-340,-0.11117383,1.2839165,1.2823812,0.031021185,-0.042411447,-1.7654881,0.16059487,-0.18416701,2.3509398,2.1406226
A0A1A9B7G7_9ACTN/8-338,-0.11522645,0.98799694,1.3609165,0.04222903,-0.0510742,-1.6489843,0.15719736,-0.22535776,2.1861339,1.9723738
A0A171DMY4_9ACTN/95-427,-0.06444345,-0.8260618,-1.6837735,-0.053800397,-0.020413838,-0.4633101,-0.014282573,1.2229329,-1.2283427,0.73884827
F4F558_VERMA/14-331,-0.10647107,0.9967024,1.2293061,0.030185254,-0.016863622,-1.7036036,0.17164509,-0.12605101,2.1602023,1.9713912
A0A0J6XIR8_9ACTN/4-379,0.029128823,-0.54893965,0.85017574,-0.012573624,-0.022954209,-2.557084,0.043747332,-0.7588153,1.3844898,1.0604887
A0A239CHB7_9ACTN/5-376,0.002172177,-0.018625587,1.4383826,-0.0941162,-0.003854908,-2.7373655,0.0018610433,-1.0719122,1.3679867,1.5238272
A1SVA3_PSYIN/54-394,0.03861653,-0.9269588,0.44553435,-0.033070333,-0.050781466,1.4523461,-0.0014437921,0.64383835,-1.1754497,0.5699026
A0A0N7JZJ6_9PSEU/23-408,-0.067437775,-0.42031628,-1.4281448,-0.10687833,-0.009549805,-2.1202183,-0.035606895,-0.99548614,-1.2771122,1.3716543
L1KSG7_9ACTN/88-418,0.005013072,0.08735461,-0.35687166,-0.08798024,0.0376994,-0.5013942,-0.043061797,0.3995108,-0.17010053,0.38893571
A0A059VZT2_STRA9/47-376,-0.0041089826,-0.091959484,-0.34624502,-0.06252368,0.022040995,-0.4876615,-0.041434605,0.46716768,-0.20209213,0.34846553
A0A177HYP1_9ACTN/60-387,-0.014696931,-0.057671443,-0.35070494,-0.087795004,0.03644567,-0.58933574,-0.044127557,0.5204981,-0.17387174,0.115829304
A0A1P8Y4W6_9ACTN/44-365,0.009613731,0.0076021673,-0.4715294,-0.10934628,0.04163965,-0.6307531,-0.033151012,0.44913524,-0.2729838,0.26154846
A0A1H0BS02_9PSEU/38-360,0.0026165713,-0.0592964,-0.27855414,-0.06551044,0.02254205,-0.62327063,-0.027079616,0.64376485,-0.3406108,0.33369416
A0A086GPA2_STRSC/60-403,0.0484329,0.14202864,1.112005,-0.026138386,-0.07263117,0.6361095,0.037811317,2.025076,0.5776748,1.6852621
A0A1I4TSJ3_9ACTN/74-416,0.05612411,0.13482527,1.1490674,0.008392091,-0.051794194,0.4821523,0.04364392,2.1748383,0.54512787,1.6727849
A0A143HK68_9GAMM/44-381,0.014213682,-1.4627554,0.034778662,-0.04608895,-0.049114726,1.7853928,-0.017304737,0.64509165,-2.1019435,1.3997741
A0A1V9K935_9ACTN/4-373,-0.008856223,-0.513593,1.2194452,-0.12539303,0.034076393,-2.764627,0.014139619,-1.2145685,1.6149712,1.605516
A0A221NSQ8_9ACTN/68-404,0.009309879,0.14374529,1.5082678,-0.008880688,-0.08032243,0.79098994,0.055997536,2.3991911,0.5879856,2.0675097
A0A177HPW1_9ACTN/73-410,-0.015071642,0.12671177,1.4579555,-0.014182845,-0.10205937,1.0861539,0.05675016,2.410998,0.23372346,1.8736461
A0A0N1GRN0_9ACTN/57-397,0.019929333,0.054782525,1.1230899,-0.010142719,-0.048411846,0.7065095,0.026438093,1.9944454,0.604711,1.495796
A0A1I7UCI2_9PELO/86-455,-0.0485075,1.4265044,-1.7085366,-0.121004574,-0.033025462,2.4823577,0.0042653717,-3.0916877,-1.5402293,1.2043374
A8XHU6_CAEBR/108-477,-0.049590483,1.4588954,-1.6323589,-0.12982719,-0.02437294,2.5206542,0.0007436611,-3.0402305,-1.6257253,1.2046223
LACT2_CAEEL/79-447,-0.04821557,1.2749273,-1.6687106,-0.113858916,-0.037907552,2.3696637,0.008595329,-2.9770987,-1.5562042,1.2171079
A0A127VV98_SPOPS/11-374,0.016378492,-0.16090348,-0.23350422,-0.008134773,-0.000547722,0.3205066,0.020744305,0.6916757,-0.8302721,-0.3490384
A0A239PAB4_9ACTN/33-382,0.0065704845,-0.34348166,0.3507054,-0.00810465,-0.016346216,0.049278837,-0.033162493,0.8885096,0.31772226,0.36851615
A0A1G9TQT0_9ACTN/78-421,0.028755322,0.2957967,1.321344,-0.011479082,-0.071661964,0.7215945,0.034576494,2.2648282,0.44092274,1.8261538
F9X1M9_ZYMTI/4-364,0.043366477,-0.8838081,1.4772694,-0.012002634,0.03296352,0.5683525,-0.0036908016,1.4049047,0.60174644,0.040345646
A0A1U7CYI5_9BACT/52-398,0.0719624,0.583597,-0.4791113,-0.05876015,-0.029027104,0.64092195,0.025864102,0.49047637,0.381644,0.36206678
A0A1R3RXV9_ASPC5/9-359,-0.006399606,-3.0783944,1.6949599,-0.050573446,0.006852722,1.7973427,0.038817804,0.55307794,0.33503336,0.046509605
U5Q6Z5_9BACT/34-378,-0.030540973,0.3108473,-0.32690296,-0.07155022,-0.037143257,1.2818358,-0.0034095682,3.6759944,-0.57889843,-0.06133236
A0A285X6D7_9FLAO/31-376,0.017528895,0.5579463,-0.11327599,-0.024098216,-0.04629002,0.7865327,-0.0056194775,3.07518,-0.56106097,0.2789569
A0A1B7URQ6_9GAMM/36-374,-0.013241251,-0.8744421,-0.28824154,-0.020600362,-0.034998965,1.1180159,-0.028375123,0.646246,-1.6660633,1.2621111
A0A089I9B1_9BACL/37-356,0.015942538,-0.12458811,-0.35492977,-0.041315764,0.013196835,-0.14012867,0.0074714012,0.825626,-1.2314746,-0.15156655
A0A269W698_9BACL/41-369,0.031417638,-0.15661404,-0.45198765,-0.07323911,0.023045054,0.24681506,-0.004335791,0.36539698,-1.4719083,-0.21469596
G4HBY5_9BACL/41-333,0.022816623,-0.19935483,-0.13900036,-0.050897777,0.01625613,0.10870674,-0.0009484701,0.46345782,-1.5638028,-0.27538958
A0A0U1NYV6_9BACI/43-371,0.030394457,-0.13020904,-0.2744845,-0.0645923,0.013739036,0.17876999,-0.0022549666,0.41330415,-1.4022775,-0.13387768
L0D8H9_SINAD/56-387,0.0037057155,-1.0448705,-0.585438,-0.0067797005,-0.023408866,0.52604747,0.023668518,0.80801165,1.6410689,0.38913813
A0A1I4RV77_9PSEU/23-408,-0.05679256,-0.28904456,-1.291679,-0.10882554,-0.020395853,-2.2407815,-0.04484282,-0.9549294,-1.2514979,1.3813038
A0A0M4R3P5_9PSEU/28-413,-0.04485218,-0.37272388,-1.2266761,-0.10198807,0.0036345255,-2.108511,-0.0038220622,-0.47254068,-0.9507231,1.2118386
A0A0M4PSN8_9PSEU/26-411,-0.041494343,0.28548402,-1.398307,-0.11366015,-0.0029770173,-2.1686294,-0.016967285,-0.66889757,-0.9707548,1.3927323
A0A1B1ZNM5_9PSEU/23-408,-0.060050547,-0.2535069,-1.6459633,-0.09027542,-0.013159307,-2.1599867,-0.014752787,-0.8659249,-0.7518954,1.3615673
Q7NC81_GLOVI/26-351,-0.010824872,-0.9040648,-0.63212824,-0.08136686,-0.067648806,-1.1742599,-0.029514331,1.5200589,-0.3629101,-1.3540193
A0A0D2ANJ4_9PEZI/46-385,0.0046794876,-0.6400137,-1.2325312,-0.04503654,-0.026438324,-0.03802643,0.0235934,0.3870712,0.18528485,-0.43139476
F9Z7D3_ODOSD/68-419,-0.028397439,-0.99593097,-2.1977282,-0.018577999,-0.05745662,0.22357926,0.057982724,0.39762443,1.1515574,-0.82990533
A0A231QYX7_9BACL/36-346,-0.0007142152,-0.40721628,-0.18132088,-0.0139440615,0.008223491,-0.2009764,0.0054531507,0.8770281,-0.9450913,-0.01026601
A0A1V6NMP3_9EURO/15-365,0.026385382,-1.3147758,1.6146799,-0.019783815,-0.0018072352,0.5284399,-0.012049943,1.3384361,0.40759754,-0.20273286
A0A257KLP9_9BRAD/7-379,-0.09484439,-0.8243161,0.10029571,-0.09272426,-0.041609496,-1.439395,-0.044091653,-1.4134156,-1.3905916,-1.0034937
E3EJA8_PAEPS/41-374,-0.04503119,-0.4329072,-1.0548278,-0.036721803,-0.019372625,0.28313503,-0.015471961,0.65741545,-1.4886935,-0.027227342
A0A1G8C829_CHIFI/39-370,-0.024482625,-1.8064864,1.1417984,-0.175269,-0.0063772667,0.52063537,-0.047015186,-0.23715405,0.6586799,-1.6268703
A0A0M2LVD5_9MICO/50-394,-0.06879206,1.7090323,0.60252196,0.010921185,-0.06425325,-0.9874966,0.029831946,-0.4285742,0.9075951,-0.24459487
